,Unnamed: 0,trade_dt_x,wind_code
5,149117,2019-01-31,000007.SZ
37,149149,2019-01-31,000048.SZ
41,149153,2019-01-31,000056.SZ
90,149202,2019-01-31,000422.SZ
112,149224,2019-01-31,000518.SZ
119,149231,2019-01-31,000526.SZ
168,149280,2019-01-31,000590.SZ
177,149289,2019-01-31,000600.SZ
186,149298,2019-01-31,000611.SZ
204,149316,2019-01-31,000633.SZ
219,149331,2019-01-31,000663.SZ
224,149336,2019-01-31,000669.SZ
228,149340,2019-01-31,000673.SZ
242,149354,2019-01-31,000691.SZ
244,149356,2019-01-31,000695.SZ
256,149368,2019-01-31,000711.SZ
278,149390,2019-01-31,000737.SZ
290,149402,2019-01-31,000760.SZ
293,149405,2019-01-31,000766.SZ
320,149432,2019-01-31,000806.SZ
331,149443,2019-01-31,000820.SZ
374,149486,2019-01-31,000892.SZ
375,149487,2019-01-31,000893.SZ
414,149526,2019-01-31,000948.SZ
419,149531,2019-01-31,000953.SZ
425,149537,2019-01-31,000961.SZ
429,149541,2019-01-31,000966.SZ
437,149549,2019-01-31,000975.SZ
442,149554,2019-01-31,000981.SZ
451,149563,2019-01-31,000995.SZ
465,149577,2019-01-31,002005.SZ
467,149579,2019-01-31,002007.SZ
518,149630,2019-01-31,002058.SZ
545,149657,2019-01-31,002086.SZ
561,149673,2019-01-31,002102.SZ
606,149718,2019-01-31,002147.SZ
647,149759,2019-01-31,002188.SZ
648,149760,2019-01-31,002189.SZ
653,149765,2019-01-31,002194.SZ
666,149778,2019-01-31,002207.SZ
669,149781,2019-01-31,002210.SZ
672,149784,2019-01-31,002213.SZ
673,149785,2019-01-31,002214.SZ
698,149810,2019-01-31,002239.SZ
716,149828,2019-01-31,002258.SZ
717,149829,2019-01-31,002259.SZ
718,149830,2019-01-31,002260.SZ
721,149833,2019-01-31,002263.SZ
732,149844,2019-01-31,002274.SZ
747,149859,2019-01-31,002289.SZ
757,149869,2019-01-31,002299.SZ
776,149888,2019-01-31,002318.SZ
791,149903,2019-01-31,002333.SZ
814,149926,2019-01-31,002356.SZ
817,149929,2019-01-31,002359.SZ
857,149969,2019-01-31,002399.SZ
873,149985,2019-01-31,002415.SZ
875,149987,2019-01-31,002417.SZ
895,150007,2019-01-31,002437.SZ
922,150034,2019-01-31,002464.SZ
931,150043,2019-01-31,002473.SZ
943,150055,2019-01-31,002485.SZ
957,150069,2019-01-31,002499.SZ
959,150071,2019-01-31,002501.SZ
960,150072,2019-01-31,002502.SZ
970,150082,2019-01-31,002512.SZ
986,150098,2019-01-31,002529.SZ
996,150108,2019-01-31,002539.SZ
1009,150121,2019-01-31,002552.SZ
1017,150129,2019-01-31,002560.SZ
1026,150138,2019-01-31,002569.SZ
1049,150161,2019-01-31,002592.SZ
1061,150173,2019-01-31,002604.SZ
1074,150186,2019-01-31,002617.SZ
1080,150192,2019-01-31,002623.SZ
1086,150198,2019-01-31,002629.SZ
1113,150225,2019-01-31,002656.SZ
1116,150228,2019-01-31,002659.SZ
1121,150233,2019-01-31,002664.SZ
1122,150234,2019-01-31,002665.SZ
1124,150236,2019-01-31,002667.SZ
1125,150237,2019-01-31,002668.SZ
1126,150238,2019-01-31,002669.SZ
1131,150243,2019-01-31,002674.SZ
1170,150282,2019-01-31,002715.SZ
1174,150286,2019-01-31,002719.SZ
1177,150289,2019-01-31,002723.SZ
1204,150316,2019-01-31,002751.SZ
1213,150325,2019-01-31,002761.SZ
1231,150343,2019-01-31,002780.SZ
1240,150352,2019-01-31,002790.SZ
1247,150359,2019-01-31,002798.SZ
1256,150368,2019-01-31,002808.SZ
1258,150370,2019-01-31,002810.SZ
1277,150389,2019-01-31,002830.SZ
1279,150391,2019-01-31,002832.SZ
1284,150396,2019-01-31,002838.SZ
1287,150399,2019-01-31,002841.SZ
1301,150413,2019-01-31,002857.SZ
1306,150418,2019-01-31,002862.SZ
1311,150423,2019-01-31,002867.SZ
1328,150440,2019-01-31,002885.SZ
1338,150450,2019-01-31,002896.SZ
1341,150453,2019-01-31,002899.SZ
1345,150457,2019-01-31,002903.SZ
1349,150461,2019-01-31,002908.SZ
1350,150462,2019-01-31,002909.SZ
1351,150463,2019-01-31,002910.SZ
1354,150466,2019-01-31,002913.SZ
1361,150473,2019-01-31,002921.SZ
1362,150474,2019-01-31,002922.SZ
1372,150484,2019-01-31,002933.SZ
1373,150485,2019-01-31,002935.SZ
1383,150495,2019-01-31,002946.SZ
1384,150496,2019-01-31,002947.SZ
1393,150505,2019-01-31,300008.SZ
1397,150509,2019-01-31,300012.SZ
1408,150520,2019-01-31,300023.SZ
1421,150533,2019-01-31,300036.SZ
1427,150539,2019-01-31,300042.SZ
1430,150542,2019-01-31,300045.SZ
1450,150562,2019-01-31,300066.SZ
1455,150567,2019-01-31,300071.SZ
1457,150569,2019-01-31,300073.SZ
1458,150570,2019-01-31,300074.SZ
1466,150578,2019-01-31,300082.SZ
1468,150580,2019-01-31,300084.SZ
1471,150583,2019-01-31,300087.SZ
1474,150586,2019-01-31,300090.SZ
1504,150616,2019-01-31,300120.SZ
1514,150626,2019-01-31,300130.SZ
1527,150639,2019-01-31,300143.SZ
1536,150648,2019-01-31,300152.SZ
1540,150652,2019-01-31,300156.SZ
1547,150659,2019-01-31,300163.SZ
1558,150670,2019-01-31,300174.SZ
1570,150682,2019-01-31,300187.SZ
1615,150727,2019-01-31,300232.SZ
1643,150755,2019-01-31,300260.SZ
1662,150774,2019-01-31,300279.SZ
1665,150777,2019-01-31,300282.SZ
1696,150808,2019-01-31,300313.SZ
1711,150823,2019-01-31,300328.SZ
1720,150832,2019-01-31,300337.SZ
1737,150849,2019-01-31,300354.SZ
1744,150856,2019-01-31,300362.SZ
1764,150876,2019-01-31,300383.SZ
1775,150887,2019-01-31,300394.SZ
1804,150916,2019-01-31,300423.SZ
1824,150936,2019-01-31,300443.SZ
1848,150960,2019-01-31,300467.SZ
1862,150974,2019-01-31,300481.SZ
1873,150985,2019-01-31,300492.SZ
1891,151003,2019-01-31,300510.SZ
1895,151007,2019-01-31,300514.SZ
1898,151010,2019-01-31,300517.SZ
1899,151011,2019-01-31,300518.SZ
1905,151017,2019-01-31,300525.SZ
1911,151023,2019-01-31,300531.SZ
1918,151030,2019-01-31,300538.SZ
1921,151033,2019-01-31,300541.SZ
1925,151037,2019-01-31,300546.SZ
1929,151041,2019-01-31,300550.SZ
1931,151043,2019-01-31,300552.SZ
1938,151050,2019-01-31,300559.SZ
1942,151054,2019-01-31,300563.SZ
1945,151057,2019-01-31,300567.SZ
1947,151059,2019-01-31,300569.SZ
1949,151061,2019-01-31,300571.SZ
1958,151070,2019-01-31,300581.SZ
1961,151073,2019-01-31,300584.SZ
1964,151076,2019-01-31,300587.SZ
1965,151077,2019-01-31,300588.SZ
1967,151079,2019-01-31,300590.SZ
1971,151083,2019-01-31,300595.SZ
1972,151084,2019-01-31,300596.SZ
1976,151088,2019-01-31,300600.SZ
1978,151090,2019-01-31,300602.SZ
1979,151091,2019-01-31,300603.SZ
1982,151094,2019-01-31,300606.SZ
1984,151096,2019-01-31,300608.SZ
1985,151097,2019-01-31,300609.SZ
1986,151098,2019-01-31,300610.SZ
1993,151105,2019-01-31,300618.SZ
1999,151111,2019-01-31,300624.SZ
2003,151115,2019-01-31,300628.SZ
2005,151117,2019-01-31,300630.SZ
2009,151121,2019-01-31,300634.SZ
2013,151125,2019-01-31,300638.SZ
2021,151133,2019-01-31,300647.SZ
2022,151134,2019-01-31,300648.SZ
2027,151139,2019-01-31,300653.SZ
2035,151147,2019-01-31,300661.SZ
2036,151148,2019-01-31,300662.SZ
2044,151156,2019-01-31,300670.SZ
2045,151157,2019-01-31,300671.SZ
2054,151166,2019-01-31,300680.SZ
2055,151167,2019-01-31,300681.SZ
2060,151172,2019-01-31,300686.SZ
2061,151173,2019-01-31,300687.SZ
2074,151186,2019-01-31,300700.SZ
2076,151188,2019-01-31,300702.SZ
2077,151189,2019-01-31,300703.SZ
2078,151190,2019-01-31,300705.SZ
2079,151191,2019-01-31,300706.SZ
2080,151192,2019-01-31,300707.SZ
2086,151198,2019-01-31,300713.SZ
2089,151201,2019-01-31,300717.SZ
2098,151210,2019-01-31,300726.SZ
2103,151215,2019-01-31,300732.SZ
2105,151217,2019-01-31,300735.SZ
2106,151218,2019-01-31,300736.SZ
2110,151222,2019-01-31,300740.SZ
2113,151225,2019-01-31,300743.SZ
2120,151232,2019-01-31,300751.SZ
2123,151235,2019-01-31,300755.SZ
2124,151236,2019-01-31,300756.SZ
2126,151238,2019-01-31,300759.SZ
2148,151260,2019-01-31,600027.SH
2180,151292,2019-01-31,600071.SH
2189,151301,2019-01-31,600080.SH
2195,151307,2019-01-31,600086.SH
2218,151330,2019-01-31,600112.SH
2225,151337,2019-01-31,600119.SH
2228,151340,2019-01-31,600122.SH
2247,151359,2019-01-31,600146.SH
2252,151364,2019-01-31,600152.SH
2289,151401,2019-01-31,600193.SH
2297,151409,2019-01-31,600202.SH
2302,151414,2019-01-31,600209.SH
2325,151437,2019-01-31,600234.SH
2331,151443,2019-01-31,600240.SH
2339,151451,2019-01-31,600250.SH
2350,151462,2019-01-31,600265.SH
2371,151483,2019-01-31,600289.SH
2381,151493,2019-01-31,600301.SH
2396,151508,2019-01-31,600318.SH
2451,151563,2019-01-31,600383.SH
2465,151577,2019-01-31,600399.SH
2470,151582,2019-01-31,600408.SH
2478,151590,2019-01-31,600421.SH
2495,151607,2019-01-31,600455.SH
2496,151608,2019-01-31,600456.SH
2501,151613,2019-01-31,600462.SH
2503,151615,2019-01-31,600466.SH
2504,151616,2019-01-31,600467.SH
2516,151628,2019-01-31,600483.SH
2522,151634,2019-01-31,600490.SH
2543,151655,2019-01-31,600515.SH
2614,151726,2019-01-31,600596.SH
2627,151739,2019-01-31,600610.SH
2679,151791,2019-01-31,600671.SH
2685,151797,2019-01-31,600678.SH
2686,151798,2019-01-31,600679.SH
2693,151805,2019-01-31,600687.SH
2701,151813,2019-01-31,600695.SH
2702,151814,2019-01-31,600696.SH
2765,151877,2019-01-31,600763.SH
2773,151885,2019-01-31,600771.SH
2791,151903,2019-01-31,600792.SH
2837,151949,2019-01-31,600844.SH
2851,151963,2019-01-31,600860.SH
2929,152041,2019-01-31,600992.SH
2964,152076,2019-01-31,601100.SH
2970,152082,2019-01-31,601113.SH
3071,152183,2019-01-31,601798.SH
3085,152197,2019-01-31,601872.SH
3130,152242,2019-01-31,603008.SH
3135,152247,2019-01-31,603013.SH
3148,152260,2019-01-31,603028.SH
3153,152265,2019-01-31,603033.SH
3163,152275,2019-01-31,603045.SH
3169,152281,2019-01-31,603060.SH
3174,152286,2019-01-31,603076.SH
3180,152292,2019-01-31,603083.SH
3182,152294,2019-01-31,603086.SH
3184,152296,2019-01-31,603089.SH
3186,152298,2019-01-31,603096.SH
3197,152309,2019-01-31,603113.SH
3200,152312,2019-01-31,603118.SH
3207,152319,2019-01-31,603131.SH
3213,152325,2019-01-31,603157.SH
3228,152340,2019-01-31,603183.SH
3234,152346,2019-01-31,603192.SH
3241,152353,2019-01-31,603208.SH
3254,152366,2019-01-31,603238.SH
3266,152378,2019-01-31,603288.SH
3268,152380,2019-01-31,603297.SH
3279,152391,2019-01-31,603313.SH
3288,152400,2019-01-31,603326.SH
3290,152402,2019-01-31,603329.SH
3296,152408,2019-01-31,603336.SH
3297,152409,2019-01-31,603337.SH
3298,152410,2019-01-31,603338.SH
3302,152414,2019-01-31,603351.SH
3308,152420,2019-01-31,603360.SH
3318,152430,2019-01-31,603383.SH
3320,152432,2019-01-31,603386.SH
3323,152435,2019-01-31,603389.SH
3334,152446,2019-01-31,603466.SH
3338,152450,2019-01-31,603496.SH
3342,152454,2019-01-31,603505.SH
3347,152459,2019-01-31,603516.SH
3357,152469,2019-01-31,603538.SH
3358,152470,2019-01-31,603555.SH
3361,152473,2019-01-31,603558.SH
3379,152491,2019-01-31,603596.SH
3387,152499,2019-01-31,603606.SH
3397,152509,2019-01-31,603619.SH
3404,152516,2019-01-31,603637.SH
3408,152520,2019-01-31,603650.SH
3411,152523,2019-01-31,603657.SH
3414,152526,2019-01-31,603660.SH
3416,152528,2019-01-31,603663.SH
3433,152545,2019-01-31,603693.SH
3440,152552,2019-01-31,603706.SH
3443,152555,2019-01-31,603709.SH
3444,152556,2019-01-31,603711.SH
3446,152558,2019-01-31,603713.SH
3451,152563,2019-01-31,603722.SH
3475,152587,2019-01-31,603790.SH
3485,152597,2019-01-31,603810.SH
3492,152604,2019-01-31,603822.SH
3493,152605,2019-01-31,603823.SH
3495,152607,2019-01-31,603826.SH
3506,152618,2019-01-31,603859.SH
3527,152639,2019-01-31,603895.SH
3537,152649,2019-01-31,603909.SH
3552,152664,2019-01-31,603939.SH
3557,152669,2019-01-31,603963.SH
3567,152679,2019-01-31,603985.SH
3584,152696,2019-02-28,000007.SZ
3592,152704,2019-02-28,000017.SZ
3596,152708,2019-02-28,000021.SZ
3608,152720,2019-02-28,000036.SZ
3617,152729,2019-02-28,000049.SZ
3620,152732,2019-02-28,000056.SZ
3646,152758,2019-02-28,000159.SZ
3669,152781,2019-02-28,000422.SZ
3679,152791,2019-02-28,000502.SZ
3734,152846,2019-02-28,000568.SZ
3743,152855,2019-02-28,000585.SZ
3747,152859,2019-02-28,000590.SZ
3756,152868,2019-02-28,000600.SZ
3760,152872,2019-02-28,000606.SZ
3769,152881,2019-02-28,000616.SZ
3802,152914,2019-02-28,000668.SZ
3805,152917,2019-02-28,000671.SZ
3806,152918,2019-02-28,000672.SZ
3823,152935,2019-02-28,000695.SZ
3828,152940,2019-02-28,000702.SZ
3852,152964,2019-02-28,000731.SZ
3922,153034,2019-02-28,000836.SZ
3931,153043,2019-02-28,000858.SZ
3936,153048,2019-02-28,000863.SZ
3941,153053,2019-02-28,000877.SZ
3943,153055,2019-02-28,000880.SZ
3953,153065,2019-02-28,000892.SZ
3993,153105,2019-02-28,000948.SZ
4005,153117,2019-02-28,000962.SZ
4035,153147,2019-02-28,001696.SZ
4046,153158,2019-02-28,002007.SZ
4097,153209,2019-02-28,002058.SZ
4129,153241,2019-02-28,002091.SZ
4158,153270,2019-02-28,002120.SZ
4163,153275,2019-02-28,002125.SZ
4165,153277,2019-02-28,002127.SZ
4172,153284,2019-02-28,002134.SZ
4177,153289,2019-02-28,002139.SZ
4185,153297,2019-02-28,002147.SZ
4203,153315,2019-02-28,002165.SZ
4237,153349,2019-02-28,002199.SZ
4239,153351,2019-02-28,002201.SZ
4252,153364,2019-02-28,002214.SZ
4311,153423,2019-02-28,002274.SZ
4324,153436,2019-02-28,002287.SZ
4351,153463,2019-02-28,002314.SZ
4386,153498,2019-02-28,002349.SZ
4393,153505,2019-02-28,002356.SZ
4413,153525,2019-02-28,002376.SZ
4428,153540,2019-02-28,002391.SZ
4433,153545,2019-02-28,002396.SZ
4436,153548,2019-02-28,002399.SZ
4439,153551,2019-02-28,002402.SZ
4457,153569,2019-02-28,002420.SZ
4475,153587,2019-02-28,002438.SZ
4502,153614,2019-02-28,002465.SZ
4505,153617,2019-02-28,002468.SZ
4527,153639,2019-02-28,002490.SZ
4529,153641,2019-02-28,002492.SZ
4547,153659,2019-02-28,002510.SZ
4549,153661,2019-02-28,002512.SZ
4575,153687,2019-02-28,002539.SZ
4582,153694,2019-02-28,002546.SZ
4588,153700,2019-02-28,002552.SZ
4596,153708,2019-02-28,002560.SZ
4604,153716,2019-02-28,002568.SZ
4612,153724,2019-02-28,002576.SZ
4622,153734,2019-02-28,002586.SZ
4659,153771,2019-02-28,002623.SZ
4668,153780,2019-02-28,002632.SZ
4685,153797,2019-02-28,002649.SZ
4700,153812,2019-02-28,002664.SZ
4710,153822,2019-02-28,002674.SZ
4737,153849,2019-02-28,002702.SZ
4748,153860,2019-02-28,002715.SZ
4755,153867,2019-02-28,002723.SZ
4756,153868,2019-02-28,002724.SZ
4773,153885,2019-02-28,002741.SZ
4782,153894,2019-02-28,002751.SZ
4787,153899,2019-02-28,002757.SZ
4790,153902,2019-02-28,002760.SZ
4791,153903,2019-02-28,002761.SZ
4797,153909,2019-02-28,002768.SZ
4809,153921,2019-02-28,002780.SZ
4819,153931,2019-02-28,002791.SZ
4834,153946,2019-02-28,002808.SZ
4836,153948,2019-02-28,002810.SZ
4857,153969,2019-02-28,002832.SZ
4865,153977,2019-02-28,002841.SZ
4872,153984,2019-02-28,002849.SZ
4876,153988,2019-02-28,002853.SZ
4879,153991,2019-02-28,002857.SZ
4880,153992,2019-02-28,002858.SZ
4881,153993,2019-02-28,002859.SZ
4882,153994,2019-02-28,002860.SZ
4885,153997,2019-02-28,002863.SZ
4889,154001,2019-02-28,002867.SZ
4891,154003,2019-02-28,002869.SZ
4906,154018,2019-02-28,002885.SZ
4912,154024,2019-02-28,002891.SZ
4916,154028,2019-02-28,002896.SZ
4921,154033,2019-02-28,002901.SZ
4964,154076,2019-02-28,002949.SZ
4989,154101,2019-02-28,300025.SZ
4993,154105,2019-02-28,300029.SZ
4998,154110,2019-02-28,300034.SZ
5009,154121,2019-02-28,300045.SZ
5016,154128,2019-02-28,300052.SZ
5025,154137,2019-02-28,300062.SZ
5029,154141,2019-02-28,300066.SZ
5032,154144,2019-02-28,300069.SZ
5037,154149,2019-02-28,300074.SZ
5047,154159,2019-02-28,300084.SZ
5052,154164,2019-02-28,300089.SZ
5069,154181,2019-02-28,300106.SZ
5089,154201,2019-02-28,300126.SZ
5095,154207,2019-02-28,300132.SZ
5100,154212,2019-02-28,300137.SZ
5103,154215,2019-02-28,300140.SZ
5125,154237,2019-02-28,300162.SZ
5126,154238,2019-02-28,300163.SZ
5138,154250,2019-02-28,300175.SZ
5154,154266,2019-02-28,300192.SZ
5167,154279,2019-02-28,300205.SZ
5179,154291,2019-02-28,300217.SZ
5180,154292,2019-02-28,300218.SZ
5182,154294,2019-02-28,300220.SZ
5185,154297,2019-02-28,300223.SZ
