,Unnamed: 0,trade_dt_x,wind_code
529,149641,2019-01-31,002069.SZ
530,149642,2019-01-31,002071.SZ
540,149652,2019-01-31,002081.SZ
541,149653,2019-01-31,002082.SZ
543,149655,2019-01-31,002084.SZ
547,149659,2019-01-31,002088.SZ
552,149664,2019-01-31,002093.SZ
553,149665,2019-01-31,002094.SZ
554,149666,2019-01-31,002095.SZ
556,149668,2019-01-31,002097.SZ
563,149675,2019-01-31,002104.SZ
570,149682,2019-01-31,002111.SZ
578,149690,2019-01-31,002119.SZ
585,149697,2019-01-31,002126.SZ
595,149707,2019-01-31,002136.SZ
597,149709,2019-01-31,002138.SZ
598,149710,2019-01-31,002139.SZ
599,149711,2019-01-31,002140.SZ
604,149716,2019-01-31,002145.SZ
610,149722,2019-01-31,002151.SZ
611,149723,2019-01-31,002152.SZ
612,149724,2019-01-31,002153.SZ
613,149725,2019-01-31,002154.SZ
615,149727,2019-01-31,002156.SZ
622,149734,2019-01-31,002163.SZ
625,149737,2019-01-31,002166.SZ
631,149743,2019-01-31,002172.SZ
642,149754,2019-01-31,002183.SZ
654,149766,2019-01-31,002195.SZ
657,149769,2019-01-31,002198.SZ
662,149774,2019-01-31,002203.SZ
665,149777,2019-01-31,002206.SZ
670,149782,2019-01-31,002211.SZ
677,149789,2019-01-31,002218.SZ
681,149793,2019-01-31,002222.SZ
683,149795,2019-01-31,002224.SZ
688,149800,2019-01-31,002229.SZ
690,149802,2019-01-31,002231.SZ
703,149815,2019-01-31,002244.SZ
709,149821,2019-01-31,002250.SZ
723,149835,2019-01-31,002265.SZ
725,149837,2019-01-31,002267.SZ
727,149839,2019-01-31,002269.SZ
731,149843,2019-01-31,002273.SZ
734,149846,2019-01-31,002276.SZ
736,149848,2019-01-31,002278.SZ
738,149850,2019-01-31,002280.SZ
739,149851,2019-01-31,002281.SZ
740,149852,2019-01-31,002282.SZ
742,149854,2019-01-31,002284.SZ
751,149863,2019-01-31,002293.SZ
752,149864,2019-01-31,002294.SZ
755,149867,2019-01-31,002297.SZ
771,149883,2019-01-31,002313.SZ
778,149890,2019-01-31,002320.SZ
783,149895,2019-01-31,002325.SZ
784,149896,2019-01-31,002326.SZ
788,149900,2019-01-31,002330.SZ
798,149910,2019-01-31,002340.SZ
803,149915,2019-01-31,002345.SZ
806,149918,2019-01-31,002348.SZ
808,149920,2019-01-31,002350.SZ
809,149921,2019-01-31,002351.SZ
811,149923,2019-01-31,002353.SZ
815,149927,2019-01-31,002357.SZ
820,149932,2019-01-31,002362.SZ
823,149935,2019-01-31,002365.SZ
833,149945,2019-01-31,002375.SZ
836,149948,2019-01-31,002378.SZ
837,149949,2019-01-31,002379.SZ
843,149955,2019-01-31,002385.SZ
844,149956,2019-01-31,002386.SZ
846,149958,2019-01-31,002388.SZ
847,149959,2019-01-31,002389.SZ
848,149960,2019-01-31,002390.SZ
854,149966,2019-01-31,002396.SZ
858,149970,2019-01-31,002400.SZ
859,149971,2019-01-31,002401.SZ
866,149978,2019-01-31,002408.SZ
868,149980,2019-01-31,002410.SZ
878,149990,2019-01-31,002420.SZ
880,149992,2019-01-31,002422.SZ
881,149993,2019-01-31,002423.SZ
882,149994,2019-01-31,002424.SZ
887,149999,2019-01-31,002429.SZ
892,150004,2019-01-31,002434.SZ
899,150011,2019-01-31,002441.SZ
900,150012,2019-01-31,002442.SZ
901,150013,2019-01-31,002443.SZ
906,150018,2019-01-31,002448.SZ
923,150035,2019-01-31,002465.SZ
927,150039,2019-01-31,002469.SZ
940,150052,2019-01-31,002482.SZ
947,150059,2019-01-31,002489.SZ
958,150070,2019-01-31,002500.SZ
961,150073,2019-01-31,002503.SZ
963,150075,2019-01-31,002505.SZ
979,150091,2019-01-31,002521.SZ
980,150092,2019-01-31,002522.SZ
981,150093,2019-01-31,002523.SZ
985,150097,2019-01-31,002528.SZ
990,150102,2019-01-31,002533.SZ
992,150104,2019-01-31,002535.SZ
1001,150113,2019-01-31,002544.SZ
1008,150120,2019-01-31,002551.SZ
1010,150122,2019-01-31,002553.SZ
1013,150125,2019-01-31,002556.SZ
1023,150135,2019-01-31,002566.SZ
1025,150137,2019-01-31,002568.SZ
1027,150139,2019-01-31,002570.SZ
1031,150143,2019-01-31,002574.SZ
1034,150146,2019-01-31,002577.SZ
1035,150147,2019-01-31,002578.SZ
1038,150150,2019-01-31,002581.SZ
1039,150151,2019-01-31,002582.SZ
1043,150155,2019-01-31,002586.SZ
1045,150157,2019-01-31,002588.SZ
1051,150163,2019-01-31,002594.SZ
1060,150172,2019-01-31,002603.SZ
1065,150177,2019-01-31,002608.SZ
1067,150179,2019-01-31,002610.SZ
1068,150180,2019-01-31,002611.SZ
1088,150200,2019-01-31,002631.SZ
1111,150223,2019-01-31,002654.SZ
1114,150226,2019-01-31,002657.SZ
1117,150229,2019-01-31,002660.SZ
1119,150231,2019-01-31,002662.SZ
1120,150232,2019-01-31,002663.SZ
1130,150242,2019-01-31,002673.SZ
1143,150255,2019-01-31,002686.SZ
1149,150261,2019-01-31,002692.SZ
1150,150262,2019-01-31,002693.SZ
1151,150263,2019-01-31,002694.SZ
1152,150264,2019-01-31,002695.SZ
1159,150271,2019-01-31,002702.SZ
1162,150274,2019-01-31,002706.SZ
1166,150278,2019-01-31,002711.SZ
1167,150279,2019-01-31,002712.SZ
1175,150287,2019-01-31,002721.SZ
1176,150288,2019-01-31,002722.SZ
1181,150293,2019-01-31,002727.SZ
1186,150298,2019-01-31,002732.SZ
1196,150308,2019-01-31,002742.SZ
1198,150310,2019-01-31,002745.SZ
1203,150315,2019-01-31,002750.SZ
1208,150320,2019-01-31,002756.SZ
1210,150322,2019-01-31,002758.SZ
1214,150326,2019-01-31,002762.SZ
1215,150327,2019-01-31,002763.SZ
1216,150328,2019-01-31,002765.SZ
1218,150330,2019-01-31,002767.SZ
1221,150333,2019-01-31,002770.SZ
1230,150342,2019-01-31,002779.SZ
1241,150353,2019-01-31,002791.SZ
1243,150355,2019-01-31,002793.SZ
1249,150361,2019-01-31,002800.SZ
1251,150363,2019-01-31,002802.SZ
1253,150365,2019-01-31,002805.SZ
1257,150369,2019-01-31,002809.SZ
1265,150377,2019-01-31,002818.SZ
1267,150379,2019-01-31,002820.SZ
1270,150382,2019-01-31,002823.SZ
1273,150385,2019-01-31,002826.SZ
1286,150398,2019-01-31,002840.SZ
1292,150404,2019-01-31,002847.SZ
1297,150409,2019-01-31,002852.SZ
1299,150411,2019-01-31,002855.SZ
1305,150417,2019-01-31,002861.SZ
1316,150428,2019-01-31,002872.SZ
1323,150435,2019-01-31,002880.SZ
1339,150451,2019-01-31,002897.SZ
1358,150470,2019-01-31,002918.SZ
1371,150483,2019-01-31,002932.SZ
1387,150499,2019-01-31,300002.SZ
1401,150513,2019-01-31,300016.SZ
1402,150514,2019-01-31,300017.SZ
1405,150517,2019-01-31,300020.SZ
1407,150519,2019-01-31,300022.SZ
1409,150521,2019-01-31,300024.SZ
1423,150535,2019-01-31,300038.SZ
1424,150536,2019-01-31,300039.SZ
1429,150541,2019-01-31,300044.SZ
1440,150552,2019-01-31,300055.SZ
1452,150564,2019-01-31,300068.SZ
1454,150566,2019-01-31,300070.SZ
1459,150571,2019-01-31,300075.SZ
1460,150572,2019-01-31,300076.SZ
1470,150582,2019-01-31,300086.SZ
1478,150590,2019-01-31,300094.SZ
1486,150598,2019-01-31,300102.SZ
1487,150599,2019-01-31,300103.SZ
1494,150606,2019-01-31,300110.SZ
1499,150611,2019-01-31,300115.SZ
1501,150613,2019-01-31,300117.SZ
1505,150617,2019-01-31,300121.SZ
1511,150623,2019-01-31,300127.SZ
1521,150633,2019-01-31,300137.SZ
1524,150636,2019-01-31,300140.SZ
1529,150641,2019-01-31,300145.SZ
1531,150643,2019-01-31,300147.SZ
1534,150646,2019-01-31,300150.SZ
1537,150649,2019-01-31,300153.SZ
1542,150654,2019-01-31,300158.SZ
1548,150660,2019-01-31,300164.SZ
1559,150671,2019-01-31,300175.SZ
1561,150673,2019-01-31,300177.SZ
1566,150678,2019-01-31,300182.SZ
1567,150679,2019-01-31,300183.SZ
1568,150680,2019-01-31,300184.SZ
1569,150681,2019-01-31,300185.SZ
1578,150690,2019-01-31,300195.SZ
1580,150692,2019-01-31,300197.SZ
1591,150703,2019-01-31,300208.SZ
1594,150706,2019-01-31,300211.SZ
1595,150707,2019-01-31,300212.SZ
1601,150713,2019-01-31,300218.SZ
1605,150717,2019-01-31,300222.SZ
1612,150724,2019-01-31,300229.SZ
1623,150735,2019-01-31,300240.SZ
1641,150753,2019-01-31,300258.SZ
1645,150757,2019-01-31,300262.SZ
1646,150758,2019-01-31,300263.SZ
1649,150761,2019-01-31,300266.SZ
1650,150762,2019-01-31,300267.SZ
1654,150766,2019-01-31,300271.SZ
1680,150792,2019-01-31,300297.SZ
1681,150793,2019-01-31,300298.SZ
1683,150795,2019-01-31,300300.SZ
1686,150798,2019-01-31,300303.SZ
1694,150806,2019-01-31,300311.SZ
1697,150809,2019-01-31,300314.SZ
1705,150817,2019-01-31,300322.SZ
1709,150821,2019-01-31,300326.SZ
1718,150830,2019-01-31,300335.SZ
1725,150837,2019-01-31,300342.SZ
1735,150847,2019-01-31,300352.SZ
1753,150865,2019-01-31,300371.SZ
1757,150869,2019-01-31,300376.SZ
1759,150871,2019-01-31,300378.SZ
1761,150873,2019-01-31,300380.SZ
1768,150880,2019-01-31,300387.SZ
1769,150881,2019-01-31,300388.SZ
1787,150899,2019-01-31,300406.SZ
1793,150905,2019-01-31,300412.SZ
1796,150908,2019-01-31,300415.SZ
1798,150910,2019-01-31,300417.SZ
1799,150911,2019-01-31,300418.SZ
1805,150917,2019-01-31,300424.SZ
1813,150925,2019-01-31,300432.SZ
1819,150931,2019-01-31,300438.SZ
1820,150932,2019-01-31,300439.SZ
1821,150933,2019-01-31,300440.SZ
1836,150948,2019-01-31,300455.SZ
1839,150951,2019-01-31,300458.SZ
1840,150952,2019-01-31,300459.SZ
1844,150956,2019-01-31,300463.SZ
1845,150957,2019-01-31,300464.SZ
1849,150961,2019-01-31,300468.SZ
1853,150965,2019-01-31,300472.SZ
1856,150968,2019-01-31,300475.SZ
1866,150978,2019-01-31,300485.SZ
1867,150979,2019-01-31,300486.SZ
1869,150981,2019-01-31,300488.SZ
1882,150994,2019-01-31,300501.SZ
1888,151000,2019-01-31,300507.SZ
1892,151004,2019-01-31,300511.SZ
1894,151006,2019-01-31,300513.SZ
1900,151012,2019-01-31,300519.SZ
1902,151014,2019-01-31,300521.SZ
1903,151015,2019-01-31,300522.SZ
1907,151019,2019-01-31,300527.SZ
1908,151020,2019-01-31,300528.SZ
1913,151025,2019-01-31,300533.SZ
1914,151026,2019-01-31,300534.SZ
1916,151028,2019-01-31,300536.SZ
1922,151034,2019-01-31,300542.SZ
1927,151039,2019-01-31,300548.SZ
1969,151081,2019-01-31,300592.SZ
1975,151087,2019-01-31,300599.SZ
1996,151108,2019-01-31,300621.SZ
1997,151109,2019-01-31,300622.SZ
1998,151110,2019-01-31,300623.SZ
2024,151136,2019-01-31,300650.SZ
2032,151144,2019-01-31,300658.SZ
2038,151150,2019-01-31,300664.SZ
2053,151165,2019-01-31,300679.SZ
2107,151219,2019-01-31,300737.SZ
2136,151248,2019-01-31,600012.SH
2139,151251,2019-01-31,600017.SH
2151,151263,2019-01-31,600030.SH
2156,151268,2019-01-31,600037.SH
2161,151273,2019-01-31,600051.SH
2168,151280,2019-01-31,600058.SH
2170,151282,2019-01-31,600060.SH
2171,151283,2019-01-31,600061.SH
2173,151285,2019-01-31,600063.SH
2175,151287,2019-01-31,600066.SH
2178,151290,2019-01-31,600069.SH
2179,151291,2019-01-31,600070.SH
2184,151296,2019-01-31,600075.SH
2185,151297,2019-01-31,600076.SH
2196,151308,2019-01-31,600088.SH
2200,151312,2019-01-31,600093.SH
2201,151313,2019-01-31,600094.SH
2202,151314,2019-01-31,600095.SH
2214,151326,2019-01-31,600108.SH
2216,151328,2019-01-31,600110.SH
2219,151331,2019-01-31,600113.SH
2221,151333,2019-01-31,600115.SH
2230,151342,2019-01-31,600125.SH
2234,151346,2019-01-31,600129.SH
2238,151350,2019-01-31,600133.SH
2239,151351,2019-01-31,600135.SH
2242,151354,2019-01-31,600138.SH
2248,151360,2019-01-31,600148.SH
2255,151367,2019-01-31,600156.SH
2257,151369,2019-01-31,600158.SH
2277,151389,2019-01-31,600180.SH
2322,151434,2019-01-31,600231.SH
2328,151440,2019-01-31,600237.SH
2335,151447,2019-01-31,600246.SH
2340,151452,2019-01-31,600251.SH
2345,151457,2019-01-31,600258.SH
2347,151459,2019-01-31,600260.SH
2348,151460,2019-01-31,600261.SH
2352,151464,2019-01-31,600267.SH
2361,151473,2019-01-31,600278.SH
2364,151476,2019-01-31,600281.SH
2365,151477,2019-01-31,600282.SH
2375,151487,2019-01-31,600293.SH
2380,151492,2019-01-31,600300.SH
2393,151505,2019-01-31,600315.SH
2395,151507,2019-01-31,600317.SH
2397,151509,2019-01-31,600319.SH
2404,151516,2019-01-31,600327.SH
2405,151517,2019-01-31,600328.SH
2411,151523,2019-01-31,600335.SH
2413,151525,2019-01-31,600337.SH
2417,151529,2019-01-31,600343.SH
2418,151530,2019-01-31,600345.SH
2424,151536,2019-01-31,600353.SH
2432,151544,2019-01-31,600362.SH
2435,151547,2019-01-31,600366.SH
2441,151553,2019-01-31,600372.SH
2443,151555,2019-01-31,600375.SH
2447,151559,2019-01-31,600379.SH
2448,151560,2019-01-31,600380.SH
2449,151561,2019-01-31,600381.SH
2464,151576,2019-01-31,600398.SH
2471,151583,2019-01-31,600409.SH
2473,151585,2019-01-31,600415.SH
2475,151587,2019-01-31,600418.SH
2479,151591,2019-01-31,600422.SH
2483,151595,2019-01-31,600428.SH
2485,151597,2019-01-31,600433.SH
2489,151601,2019-01-31,600439.SH
2490,151602,2019-01-31,600444.SH
2510,151622,2019-01-31,600477.SH
2513,151625,2019-01-31,600480.SH
2524,151636,2019-01-31,600493.SH
2526,151638,2019-01-31,600496.SH
2527,151639,2019-01-31,600497.SH
2528,151640,2019-01-31,600498.SH
2541,151653,2019-01-31,600512.SH
2542,151654,2019-01-31,600513.SH
2545,151657,2019-01-31,600517.SH
2550,151662,2019-01-31,600522.SH
2551,151663,2019-01-31,600523.SH
2554,151666,2019-01-31,600527.SH
2558,151670,2019-01-31,600531.SH
2560,151672,2019-01-31,600533.SH
2563,151675,2019-01-31,600537.SH
2575,151687,2019-01-31,600552.SH
2581,151693,2019-01-31,600560.SH
2589,151701,2019-01-31,600569.SH
2596,151708,2019-01-31,600577.SH
2599,151711,2019-01-31,600580.SH
2609,151721,2019-01-31,600590.SH
2610,151722,2019-01-31,600592.SH
2619,151731,2019-01-31,600601.SH
2633,151745,2019-01-31,600616.SH
2636,151748,2019-01-31,600619.SH
2640,151752,2019-01-31,600623.SH
2645,151757,2019-01-31,600630.SH
2653,151765,2019-01-31,600640.SH
2656,151768,2019-01-31,600643.SH
2658,151770,2019-01-31,600645.SH
2661,151773,2019-01-31,600649.SH
2667,151779,2019-01-31,600655.SH
2669,151781,2019-01-31,600658.SH
2672,151784,2019-01-31,600662.SH
2674,151786,2019-01-31,600664.SH
2690,151802,2019-01-31,600684.SH
2695,151807,2019-01-31,600689.SH
2697,151809,2019-01-31,600691.SH
2705,151817,2019-01-31,600699.SH
2708,151820,2019-01-31,600703.SH
2713,151825,2019-01-31,600708.SH
2720,151832,2019-01-31,600716.SH
2721,151833,2019-01-31,600717.SH
2734,151846,2019-01-31,600730.SH
2741,151853,2019-01-31,600737.SH
2760,151872,2019-01-31,600757.SH
2771,151883,2019-01-31,600769.SH
2790,151902,2019-01-31,600791.SH
2793,151905,2019-01-31,600794.SH
2796,151908,2019-01-31,600797.SH
2797,151909,2019-01-31,600798.SH
2800,151912,2019-01-31,600802.SH
2810,151922,2019-01-31,600814.SH
2816,151928,2019-01-31,600820.SH
2820,151932,2019-01-31,600824.SH
2824,151936,2019-01-31,600828.SH
2825,151937,2019-01-31,600829.SH
2826,151938,2019-01-31,600830.SH
2836,151948,2019-01-31,600843.SH
2839,151951,2019-01-31,600846.SH
2841,151953,2019-01-31,600848.SH
2849,151961,2019-01-31,600858.SH
2850,151962,2019-01-31,600859.SH
2865,151977,2019-01-31,600874.SH
2869,151981,2019-01-31,600879.SH
2874,151986,2019-01-31,600884.SH
2881,151993,2019-01-31,600891.SH
2884,151996,2019-01-31,600894.SH
2894,152006,2019-01-31,600917.SH
2901,152013,2019-01-31,600958.SH
2902,152014,2019-01-31,600959.SH
2910,152022,2019-01-31,600969.SH
2912,152024,2019-01-31,600971.SH
2917,152029,2019-01-31,600978.SH
2927,152039,2019-01-31,600988.SH
2928,152040,2019-01-31,600990.SH
2930,152042,2019-01-31,600993.SH
2942,152054,2019-01-31,601007.SH
2946,152058,2019-01-31,601011.SH
2948,152060,2019-01-31,601015.SH
2949,152061,2019-01-31,601016.SH
2965,152077,2019-01-31,601101.SH
2973,152085,2019-01-31,601118.SH
2975,152087,2019-01-31,601127.SH
2978,152090,2019-01-31,601138.SH
2988,152100,2019-01-31,601179.SH
2991,152103,2019-01-31,601198.SH
2993,152105,2019-01-31,601200.SH
2994,152106,2019-01-31,601208.SH
3007,152119,2019-01-31,601258.SH
3018,152130,2019-01-31,601339.SH
3020,152132,2019-01-31,601366.SH
3029,152141,2019-01-31,601515.SH
3030,152142,2019-01-31,601518.SH
3031,152143,2019-01-31,601519.SH
3039,152151,2019-01-31,601595.SH
3041,152153,2019-01-31,601599.SH
3046,152158,2019-01-31,601608.SH
3055,152167,2019-01-31,601666.SH
3061,152173,2019-01-31,601689.SH
3088,152200,2019-01-31,601880.SH
3096,152208,2019-01-31,601900.SH
3099,152211,2019-01-31,601918.SH
3102,152214,2019-01-31,601929.SH
3118,152230,2019-01-31,601992.SH
3127,152239,2019-01-31,603005.SH
3132,152244,2019-01-31,603010.SH
3139,152251,2019-01-31,603018.SH
3145,152257,2019-01-31,603025.SH
3154,152266,2019-01-31,603035.SH
3157,152269,2019-01-31,603038.SH
3159,152271,2019-01-31,603040.SH
3165,152277,2019-01-31,603055.SH
3172,152284,2019-01-31,603067.SH
3173,152285,2019-01-31,603069.SH
3194,152306,2019-01-31,603108.SH
3198,152310,2019-01-31,603116.SH
3203,152315,2019-01-31,603126.SH
3209,152321,2019-01-31,603136.SH
3211,152323,2019-01-31,603139.SH
3216,152328,2019-01-31,603160.SH
3217,152329,2019-01-31,603161.SH
3223,152335,2019-01-31,603177.SH
3224,152336,2019-01-31,603178.SH
3232,152344,2019-01-31,603188.SH
3236,152348,2019-01-31,603197.SH
3240,152352,2019-01-31,603203.SH
3247,152359,2019-01-31,603225.SH
3248,152360,2019-01-31,603226.SH
3251,152363,2019-01-31,603229.SH
3259,152371,2019-01-31,603266.SH
3261,152373,2019-01-31,603269.SH
3265,152377,2019-01-31,603286.SH
3277,152389,2019-01-31,603309.SH
3278,152390,2019-01-31,603311.SH
3283,152395,2019-01-31,603319.SH
3284,152396,2019-01-31,603320.SH
3299,152411,2019-01-31,603339.SH
3306,152418,2019-01-31,603358.SH
3307,152419,2019-01-31,603359.SH
3310,152422,2019-01-31,603365.SH
3317,152429,2019-01-31,603380.SH
3319,152431,2019-01-31,603385.SH
3332,152444,2019-01-31,603456.SH
3333,152445,2019-01-31,603458.SH
3335,152447,2019-01-31,603477.SH
3337,152449,2019-01-31,603488.SH
3353,152465,2019-01-31,603528.SH
3355,152467,2019-01-31,603535.SH
3356,152468,2019-01-31,603536.SH
3363,152475,2019-01-31,603566.SH
3364,152476,2019-01-31,603567.SH
3375,152487,2019-01-31,603588.SH
3381,152493,2019-01-31,603599.SH
3396,152508,2019-01-31,603618.SH
3398,152510,2019-01-31,603626.SH
3403,152515,2019-01-31,603636.SH
3407,152519,2019-01-31,603648.SH
3410,152522,2019-01-31,603656.SH
3428,152540,2019-01-31,603685.SH
3434,152546,2019-01-31,603696.SH
3435,152547,2019-01-31,603698.SH
3436,152548,2019-01-31,603699.SH
3452,152564,2019-01-31,603725.SH
3456,152568,2019-01-31,603729.SH
3463,152575,2019-01-31,603758.SH
3464,152576,2019-01-31,603766.SH
3470,152582,2019-01-31,603778.SH
3471,152583,2019-01-31,603779.SH
3479,152591,2019-01-31,603800.SH
3500,152612,2019-01-31,603839.SH
3501,152613,2019-01-31,603843.SH
3510,152622,2019-01-31,603868.SH
3511,152623,2019-01-31,603869.SH
3514,152626,2019-01-31,603877.SH
3523,152635,2019-01-31,603887.SH
3526,152638,2019-01-31,603890.SH
3535,152647,2019-01-31,603906.SH
3536,152648,2019-01-31,603908.SH
3542,152654,2019-01-31,603919.SH
3548,152660,2019-01-31,603933.SH
3553,152665,2019-01-31,603955.SH
3560,152672,2019-01-31,603969.SH
3563,152675,2019-01-31,603977.SH
3566,152678,2019-01-31,603980.SH
3569,152681,2019-01-31,603987.SH
3571,152683,2019-01-31,603989.SH
3586,152698,2019-02-28,000009.SZ
3589,152701,2019-02-28,000012.SZ
3590,152702,2019-02-28,000014.SZ
3601,152713,2019-02-28,000028.SZ
3605,152717,2019-02-28,000032.SZ
3622,152734,2019-02-28,000059.SZ
3623,152735,2019-02-28,000060.SZ
3625,152737,2019-02-28,000062.SZ
3635,152747,2019-02-28,000090.SZ
3637,152749,2019-02-28,000099.SZ
3643,152755,2019-02-28,000156.SZ
3648,152760,2019-02-28,000301.SZ
3651,152763,2019-02-28,000400.SZ
3653,152765,2019-02-28,000402.SZ
3655,152767,2019-02-28,000404.SZ
3656,152768,2019-02-28,000407.SZ
3660,152772,2019-02-28,000411.SZ
3664,152776,2019-02-28,000417.SZ
3666,152778,2019-02-28,000419.SZ
3671,152783,2019-02-28,000425.SZ
3676,152788,2019-02-28,000488.SZ
3678,152790,2019-02-28,000501.SZ
3686,152798,2019-02-28,000510.SZ
3688,152800,2019-02-28,000514.SZ
3697,152809,2019-02-28,000525.SZ
3699,152811,2019-02-28,000528.SZ
3701,152813,2019-02-28,000530.SZ
3709,152821,2019-02-28,000539.SZ
3711,152823,2019-02-28,000541.SZ
3714,152826,2019-02-28,000545.SZ
3717,152829,2019-02-28,000548.SZ
3719,152831,2019-02-28,000551.SZ
3720,152832,2019-02-28,000552.SZ
3721,152833,2019-02-28,000553.SZ
3735,152847,2019-02-28,000570.SZ
3738,152850,2019-02-28,000573.SZ
3741,152853,2019-02-28,000582.SZ
3746,152858,2019-02-28,000589.SZ
3748,152860,2019-02-28,000591.SZ
3753,152865,2019-02-28,000597.SZ
3755,152867,2019-02-28,000599.SZ
3757,152869,2019-02-28,000601.SZ
3771,152883,2019-02-28,000619.SZ
3774,152886,2019-02-28,000623.SZ
3788,152900,2019-02-28,000639.SZ
3794,152906,2019-02-28,000657.SZ
3799,152911,2019-02-28,000665.SZ
3801,152913,2019-02-28,000667.SZ
3803,152915,2019-02-28,000669.SZ
3812,152924,2019-02-28,000680.SZ
3816,152928,2019-02-28,000685.SZ
3825,152937,2019-02-28,000698.SZ
3827,152939,2019-02-28,000701.SZ
3837,152949,2019-02-28,000713.SZ
3839,152951,2019-02-28,000716.SZ
3841,152953,2019-02-28,000718.SZ
3868,152980,2019-02-28,000759.SZ
3870,152982,2019-02-28,000761.SZ
3875,152987,2019-02-28,000776.SZ
