,Unnamed: 0,trade_dt_x,wind_code
3954,153066,2019-02-28,000893.SZ
3960,153072,2019-02-28,000901.SZ
3965,153077,2019-02-28,000908.SZ
3966,153078,2019-02-28,000909.SZ
3968,153080,2019-02-28,000911.SZ
3969,153081,2019-02-28,000912.SZ
3971,153083,2019-02-28,000915.SZ
3972,153084,2019-02-28,000917.SZ
3973,153085,2019-02-28,000918.SZ
3979,153091,2019-02-28,000925.SZ
3981,153093,2019-02-28,000927.SZ
3985,153097,2019-02-28,000931.SZ
3986,153098,2019-02-28,000932.SZ
3987,153099,2019-02-28,000933.SZ
3989,153101,2019-02-28,000936.SZ
3992,153104,2019-02-28,000939.SZ
3998,153110,2019-02-28,000953.SZ
4000,153112,2019-02-28,000957.SZ
4004,153116,2019-02-28,000961.SZ
4006,153118,2019-02-28,000963.SZ
4008,153120,2019-02-28,000966.SZ
4011,153123,2019-02-28,000969.SZ
4013,153125,2019-02-28,000971.SZ
4014,153126,2019-02-28,000972.SZ
4015,153127,2019-02-28,000973.SZ
4016,153128,2019-02-28,000975.SZ
4017,153129,2019-02-28,000976.SZ
4021,153133,2019-02-28,000981.SZ
4022,153134,2019-02-28,000982.SZ
4025,153137,2019-02-28,000987.SZ
4027,153139,2019-02-28,000989.SZ
4029,153141,2019-02-28,000993.SZ
4030,153142,2019-02-28,000995.SZ
4031,153143,2019-02-28,000996.SZ
4041,153153,2019-02-28,002002.SZ
4044,153156,2019-02-28,002005.SZ
4048,153160,2019-02-28,002009.SZ
4050,153162,2019-02-28,002011.SZ
4051,153163,2019-02-28,002012.SZ
4054,153166,2019-02-28,002015.SZ
4055,153167,2019-02-28,002016.SZ
4056,153168,2019-02-28,002017.SZ
4058,153170,2019-02-28,002019.SZ
4060,153172,2019-02-28,002021.SZ
4063,153175,2019-02-28,002024.SZ
4069,153181,2019-02-28,002030.SZ
4073,153185,2019-02-28,002034.SZ
4075,153187,2019-02-28,002036.SZ
4079,153191,2019-02-28,002040.SZ
4084,153196,2019-02-28,002045.SZ
4090,153202,2019-02-28,002051.SZ
4091,153203,2019-02-28,002052.SZ
4093,153205,2019-02-28,002054.SZ
4094,153206,2019-02-28,002055.SZ
4098,153210,2019-02-28,002059.SZ
4100,153212,2019-02-28,002061.SZ
4110,153222,2019-02-28,002072.SZ
4112,153224,2019-02-28,002074.SZ
4113,153225,2019-02-28,002075.SZ
4114,153226,2019-02-28,002076.SZ
4117,153229,2019-02-28,002079.SZ
4118,153230,2019-02-28,002080.SZ
4124,153236,2019-02-28,002086.SZ
4127,153239,2019-02-28,002089.SZ
4133,153245,2019-02-28,002095.SZ
4136,153248,2019-02-28,002098.SZ
4138,153250,2019-02-28,002100.SZ
4140,153252,2019-02-28,002102.SZ
4141,153253,2019-02-28,002103.SZ
