,trade_dt_x,wind_code,CITICS_IND_CODE
35131,2019-09-30,300788.SZ,b10s010100
35132,2019-10-31,300788.SZ,b10s010100
35176,2019-10-31,688007.SH,b10p030100
35192,2019-10-31,688011.SH,b10c030100
35203,2019-09-30,688016.SH,b10i040200
35204,2019-10-31,688016.SH,b10i040200
35210,2019-08-30,688019.SH,b106040700
35211,2019-09-30,688019.SH,b106040700
35212,2019-10-31,688019.SH,b106040700
35216,2019-10-31,688020.SH,b10p030100
35220,2019-10-31,688022.SH,b10a020300
35224,2019-10-31,688028.SH,b10a030400
35232,2019-10-31,688033.SH,b10a040100
35236,2019-10-31,688066.SH,b10r020200
35244,2019-10-31,688122.SH,b103030100
35247,2019-09-30,688333.SH,b10a030500
35255,2019-10-31,002957.SZ,b10a020300
35257,2019-10-31,002959.SZ,b10g030100
35269,2019-09-30,300786.SZ,b10a020300
35270,2019-10-31,300786.SZ,b10a020300
35278,2019-09-30,603279.SH,b10a020300
35282,2019-10-31,603530.SH,b10b020100
35287,2019-09-30,603662.SH,b10a050100
35290,2019-09-30,603687.SH,b109020200
35293,2019-09-30,603983.SH,b106040100
35296,2019-09-30,688099.SH,b10p010100
35299,2019-09-30,688188.SH,b10r020200
35302,2019-09-30,688321.SH,b10i010200
35303,2019-10-31,688321.SH,b10i010200
35307,2019-09-30,300789.SZ,b10r010200
35308,2019-10-31,300789.SZ,b10r010200
35312,2019-10-31,603755.SH,b10j030200
35320,2019-10-31,688168.SH,b10r020200
35325,2019-10-31,603786.SH,b10d030100
