,trade_dt_x,wind_code,CITICS_IND_CODE
995,2019-08-30,000505.SZ,b10j030400
1016,2019-09-30,000507.SZ,b10o030200
1028,2019-01-31,000510.SZ,b106030200
1055,2019-08-30,000514.SZ,b10n010100
1099,2019-02-28,000521.SZ,b10g010100
1104,2019-07-31,000521.SZ,b10g010100
1105,2019-08-30,000521.SZ,b10g010100
1129,2019-03-29,000525.SZ,b106010500
1232,2019-08-30,000537.SZ,b10n010100
1286,2019-02-28,000544.SZ,b104020100
1308,2019-05-31,000546.SZ,b108010100
1310,2019-07-31,000546.SZ,b108010100
1322,2019-10-31,000547.SZ,b10c010200
1329,2019-07-31,000548.SZ,b10o010100
1330,2019-08-30,000548.SZ,b10o010100
1332,2019-10-31,000548.SZ,b10o010100
1350,2019-08-30,000551.SZ,b10b020100
1354,2019-02-28,000552.SZ,b102010100
1359,2019-07-31,000552.SZ,b102010100
1360,2019-08-30,000552.SZ,b102010100
1370,2019-08-30,000553.SZ,b106010500
1371,2019-09-30,000553.SZ,b106010500
1414,2019-02-28,000559.SZ,b10d030100
1430,2019-09-30,000560.SZ,b10e010100
1431,2019-10-31,000560.SZ,b10e010100
1433,2019-02-28,000561.SZ,b10c030100
1468,2019-08-30,000565.SZ,b106040300
1525,2019-07-31,000572.SZ,b10d010100
1529,2019-01-31,000573.SZ,b10n010100
1532,2019-04-30,000573.SZ,b10n010100
1533,2019-05-31,000573.SZ,b10n010100
1537,2019-09-30,000573.SZ,b10n010100
1545,2019-08-30,000576.SZ,b10j030400
1549,2019-02-28,000581.SZ,b10d030100
1554,2019-07-31,000581.SZ,b10d030100
1556,2019-09-30,000581.SZ,b10d030100
1586,2019-10-31,000585.SZ,b10b020100
1613,2019-08-30,000589.SZ,b10d030100
1632,2019-07-31,000592.SZ,b10k030100
1651,2019-07-31,000595.SZ,b10a030400
1665,2019-02-28,000597.SZ,b10i010100
1675,2019-02-28,000598.SZ,b104020200
1680,2019-07-31,000598.SZ,b104020200
1732,2019-01-31,000606.SZ,b10s010400
1766,2019-05-31,000609.SZ,b10n010100
1768,2019-07-31,000609.SZ,b10n010100
1787,2019-07-31,000611.SZ,b10h040200
1788,2019-08-30,000611.SZ,b10h040200
1790,2019-01-31,000612.SZ,b103020500
1806,2019-08-30,000613.SZ,b10f020100
1868,2019-01-31,000623.SZ,b10m010100
1874,2019-07-31,000623.SZ,b10m010100
1877,2019-10-31,000623.SZ,b10m010100
1887,2019-10-31,000625.SZ,b10d010100
1918,2019-01-31,000630.SZ,b103020100
1922,2019-05-31,000630.SZ,b103020100
1925,2019-08-30,000630.SZ,b103020100
1934,2019-07-31,000631.SZ,b10n010100
1936,2019-09-30,000631.SZ,b10n010100
1953,2019-07-31,000633.SZ,b103020300
1961,2019-05-31,000635.SZ,b106030200
1983,2019-07-31,000637.SZ,b101020100
1996,2019-02-28,000639.SZ,b10j030200
2035,2019-02-28,000655.SZ,b105020200
2036,2019-03-29,000655.SZ,b105020200
2090,2019-07-31,000662.SZ,b10r030200
2123,2019-01-31,000667.SZ,b10n010100
2124,2019-02-28,000667.SZ,b10n010100
2130,2019-08-30,000667.SZ,b10n010100
2192,2019-05-31,000676.SZ,b10s010500
2204,2019-08-30,000677.SZ,b106020400
2233,2019-07-31,000680.SZ,b10a010100
2234,2019-08-30,000680.SZ,b10a010100
2254,2019-08-30,000682.SZ,b10b020200
2265,2019-09-30,000683.SZ,b106030800
2273,2019-07-31,000685.SZ,b104020200
2287,2019-02-28,000687.SZ,b10c030100
2295,2019-01-31,000688.SZ,b103020200
2296,2019-02-28,000688.SZ,b103020200
2297,2019-03-29,000688.SZ,b103020200
2302,2019-08-30,000688.SZ,b103020200
2303,2019-09-30,000688.SZ,b103020200
2322,2019-08-30,000691.SZ,b10n010100
2325,2019-01-31,000692.SZ,b104020400
2326,2019-02-28,000692.SZ,b104020400
2328,2019-04-30,000692.SZ,b104020400
2331,2019-07-31,000692.SZ,b104020400
2333,2019-09-30,000692.SZ,b104020400
2334,2019-10-31,000692.SZ,b104020400
2341,2019-07-31,000695.SZ,b104020400
2342,2019-08-30,000695.SZ,b104020400
2344,2019-10-31,000695.SZ,b104020400
2354,2019-01-31,000698.SZ,b101020100
2363,2019-10-31,000698.SZ,b101020100
2364,2019-01-31,000700.SZ,b10d030100
2368,2019-05-31,000700.SZ,b10d030100
2370,2019-07-31,000700.SZ,b10d030100
2378,2019-05-31,000701.SZ,b10p020100
2408,2019-05-31,000705.SZ,b10i040100
2409,2019-06-28,000705.SZ,b10i040100
2410,2019-07-31,000705.SZ,b10i040100
2413,2019-10-31,000705.SZ,b10i040100
2418,2019-06-28,000707.SZ,b106030100
2438,2019-07-31,000709.SZ,b105010200
2439,2019-08-30,000709.SZ,b105010200
2440,2019-09-30,000709.SZ,b105010200
2441,2019-10-31,000709.SZ,b105010200
2448,2019-07-31,000710.SZ,b10i030100
2482,2019-02-28,000715.SZ,b10e010100
2527,2019-08-30,000719.SZ,b10s010100
2537,2019-09-30,000720.SZ,b104010100
2540,2019-02-28,000721.SZ,b10f020200
2544,2019-06-28,000721.SZ,b10f020200
2545,2019-07-31,000721.SZ,b10f020200
2584,2019-08-30,000726.SZ,b10h040100
2608,2019-02-28,000729.SZ,b10j020100
2633,2019-07-31,000733.SZ,b10p020100
2713,2019-07-31,000752.SZ,b10j020100
2725,2019-09-30,000753.SZ,b10t010100
2727,2019-01-31,000755.SZ,b106030700
2735,2019-09-30,000755.SZ,b10o010100
2743,2019-07-31,000756.SZ,b10i010100
2770,2019-05-31,000759.SZ,b10e010200
2788,2019-05-31,000761.SZ,b105010200
2793,2019-10-31,000761.SZ,b105010200
2798,2019-05-31,000762.SZ,b103030100
2815,2019-02-28,000767.SZ,b104010100
2850,2019-07-31,000777.SZ,b10a030400
2860,2019-07-31,000778.SZ,b105010100
2861,2019-08-30,000778.SZ,b105010100
2862,2019-09-30,000778.SZ,b105010100
2863,2019-10-31,000778.SZ,b105010100
2873,2019-10-31,000779.SZ,b10h040200
2880,2019-07-31,000780.SZ,b102010100
2882,2019-09-30,000780.SZ,b102010100
2884,2019-01-31,000782.SZ,b106020500
2890,2019-07-31,000782.SZ,b106020500
2910,2019-07-31,000785.SZ,b10e010100
2982,2019-09-30,000793.SZ,b10s010100
2998,2019-05-31,000796.SZ,b10f010200
2999,2019-06-28,000796.SZ,b10f010200
3014,2019-01-31,000798.SZ,b10k040200
3022,2019-09-30,000798.SZ,b10k040200
3035,2019-02-28,000800.SZ,b10d010100
3042,2019-09-30,000800.SZ,b10d010100
3095,2019-06-28,000809.SZ,b10n010100
3110,2019-01-31,000811.SZ,b10a030500
3141,2019-03-29,000815.SZ,b109010100
3158,2019-10-31,000816.SZ,b10a030500
3171,2019-03-29,000819.SZ,b101020500
3173,2019-05-31,000819.SZ,b101020500
3174,2019-06-28,000819.SZ,b101020500
3178,2019-10-31,000819.SZ,b101020500
3192,2019-06-28,000821.SZ,b10a020300
3193,2019-07-31,000821.SZ,b10a020300
3226,2019-10-31,000825.SZ,b105010200
3268,2019-02-28,000831.SZ,b103030100
3281,2019-05-31,000833.SZ,b109010100
3293,2019-07-31,000835.SZ,b10s010300
3312,2019-06-28,000837.SZ,b10a030200
3313,2019-07-31,000837.SZ,b10a030200
3316,2019-10-31,000837.SZ,b10a030200
3325,2019-10-31,000838.SZ,b10n010100
3333,2019-08-30,000839.SZ,b10t010100
3336,2019-01-31,000848.SZ,b10j020400
3371,2019-07-31,000852.SZ,b10a020100
3409,2019-05-31,000860.SZ,b10j010100
3424,2019-10-31,000861.SZ,b10e010100
3432,2019-10-31,000862.SZ,b10b030100
3434,2019-02-28,000863.SZ,b10n010100
3435,2019-03-29,000863.SZ,b10n010100
3448,2019-07-31,000868.SZ,b10d020200
3449,2019-08-30,000868.SZ,b10d020200
3452,2019-01-31,000869.SZ,b10j020200
3466,2019-05-31,000875.SZ,b104010100
3469,2019-08-30,000875.SZ,b104010100
3492,2019-02-28,000878.SZ,b103020100
3507,2019-07-31,000880.SZ,b10a030500
3508,2019-08-30,000880.SZ,b10a030500
3510,2019-10-31,000880.SZ,b10a030500
3517,2019-07-31,000881.SZ,b10t010100
3527,2019-07-31,000882.SZ,b10e010100
3534,2019-04-30,000883.SZ,b104010100
3535,2019-05-31,000883.SZ,b104010100
3555,2019-05-31,000886.SZ,b10o010100
3556,2019-06-28,000886.SZ,b10o010100
3557,2019-07-31,000886.SZ,b10o010100
3559,2019-09-30,000886.SZ,b10o010100
3578,2019-08-30,000888.SZ,b10f010100
3637,2019-02-28,000898.SZ,b105010200
3650,2019-05-31,000899.SZ,b104010100
3651,2019-06-28,000899.SZ,b104010100
3655,2019-10-31,000899.SZ,b104010100
3661,2019-06-28,000900.SZ,b10o010100
3662,2019-07-31,000900.SZ,b10o010100
3692,2019-07-31,000903.SZ,b10d030100
3703,2019-08-30,000905.SZ,b10o030200
3710,2019-05-31,000906.SZ,b105020300
3722,2019-07-31,000908.SZ,b10i010200
3756,2019-04-30,000912.SZ,b106010100
3757,2019-05-31,000912.SZ,b106010100
3767,2019-05-31,000913.SZ,b10d050100
3793,2019-01-31,000919.SZ,b10i020200
3830,2019-08-30,000922.SZ,b10b020200
3879,2019-09-30,000928.SZ,b107010100
3883,2019-03-29,000929.SZ,b10j020100
3890,2019-10-31,000929.SZ,b10j020100
3908,2019-08-30,000931.SZ,b10t010100
3919,2019-09-30,000932.SZ,b105010100
3927,2019-07-31,000933.SZ,b103020500
3938,2019-08-30,000935.SZ,b108010100
3953,2019-03-29,000937.SZ,b102010300
3957,2019-07-31,000937.SZ,b102010300
3958,2019-08-30,000937.SZ,b102010300
3982,2019-01-31,000949.SZ,b106020400
3987,2019-06-28,000949.SZ,b106020400
3988,2019-07-31,000949.SZ,b106020400
3998,2019-07-31,000950.SZ,b10i040100
4028,2019-10-31,000953.SZ,b106010100
4036,2019-08-30,000955.SZ,b10h040200
4057,2019-09-30,000958.SZ,b104010100
4064,2019-06-28,000959.SZ,b105010200
4075,2019-07-31,000960.SZ,b103020400
4076,2019-08-30,000960.SZ,b103020400
4110,2019-02-28,000965.SZ,b10n010100
4116,2019-08-30,000965.SZ,b10n010100
4135,2019-07-31,000967.SZ,b104020100
4224,2019-01-31,000978.SZ,b10f010100
4226,2019-03-29,000978.SZ,b10f010100
4230,2019-07-31,000978.SZ,b10f010100
4233,2019-10-31,000978.SZ,b10f010100
4241,2019-08-30,000980.SZ,b10d030100
4253,2019-01-31,000982.SZ,b10h040200
4254,2019-02-28,000982.SZ,b10h040200
4265,2019-05-31,000983.SZ,b102010300
4270,2019-10-31,000983.SZ,b102010300
4275,2019-05-31,000985.SZ,b101020500
4279,2019-09-30,000985.SZ,b101020500
4295,2019-05-31,000988.SZ,b10p020100
4308,2019-08-30,000989.SZ,b10i020200
4311,2019-01-31,000990.SZ,b106040700
4321,2019-01-31,000993.SZ,b104010200
4327,2019-08-30,000993.SZ,b104010200
4340,2019-08-30,000996.SZ,b10m030200
4347,2019-05-31,000997.SZ,b10r010200
4359,2019-07-31,000998.SZ,b10k010100
4392,2019-10-31,001872.SZ,b10o030200
4400,2019-08-30,001896.SZ,b104010100
4436,2019-04-30,002004.SZ,b106010500
4439,2019-07-31,002004.SZ,b106010500
4529,2019-09-30,002013.SZ,b10c010100
4570,2019-01-31,002018.SZ,b10t010100
4603,2019-07-31,002021.SZ,b10a020200
4646,2019-01-31,002026.SZ,b10a030400
4647,2019-02-28,002026.SZ,b10a030400
4651,2019-06-28,002026.SZ,b10a030400
4652,2019-07-31,002026.SZ,b10a030400
4654,2019-09-30,002026.SZ,b10a030400
4667,2019-02-28,002028.SZ,b10b020200
4676,2019-01-31,002029.SZ,b10h050200
4682,2019-07-31,002029.SZ,b10h050200
4683,2019-08-30,002029.SZ,b10h050200
4685,2019-10-31,002029.SZ,b10h050200
4722,2019-07-31,002033.SZ,b10f010100
4723,2019-08-30,002033.SZ,b10f010100
4732,2019-07-31,002034.SZ,b104020100
4759,2019-05-31,002037.SZ,b106040200
4764,2019-10-31,002037.SZ,b106040200
4782,2019-08-30,002039.SZ,b104010200
4785,2019-01-31,002040.SZ,b10o030200
4792,2019-08-30,002040.SZ,b10o030200
4912,2019-01-31,002053.SZ,b106030200
4928,2019-08-30,002054.SZ,b106040400
4966,2019-07-31,002058.SZ,b10a050100
4979,2019-10-31,002059.SZ,b10f010100
4984,2019-05-31,002060.SZ,b107010100
4988,2019-09-30,002060.SZ,b107010100
4989,2019-10-31,002060.SZ,b107010100
4995,2019-06-28,002061.SZ,b106030700
4997,2019-08-30,002061.SZ,b106030700
5002,2019-03-29,002062.SZ,b107010100
5005,2019-06-28,002062.SZ,b107010100
5006,2019-07-31,002062.SZ,b107010100
5007,2019-08-30,002062.SZ,b107010100
5009,2019-10-31,002062.SZ,b107010100
5035,2019-06-28,002066.SZ,b108030200
5048,2019-09-30,002067.SZ,b109010100
5055,2019-06-28,002068.SZ,b106030800
5057,2019-08-30,002068.SZ,b106030800
5058,2019-09-30,002068.SZ,b106030800
5059,2019-10-31,002068.SZ,b106030800
5074,2019-06-28,002071.SZ,b10s010300
5075,2019-07-31,002071.SZ,b10s010300
5093,2019-05-31,002073.SZ,b10a020300
5096,2019-08-30,002073.SZ,b10a020300
5098,2019-01-31,002074.SZ,b10b020200
5124,2019-07-31,002076.SZ,b10g040100
5181,2019-05-31,002082.SZ,b103020500
5185,2019-09-30,002082.SZ,b103020500
5191,2019-05-31,002083.SZ,b10h040100
5197,2019-01-31,002084.SZ,b109020300
5205,2019-09-30,002084.SZ,b109020300
5207,2019-01-31,002085.SZ,b10d030100
5222,2019-07-31,002086.SZ,b10k040100
5225,2019-10-31,002086.SZ,b10k040100
5227,2019-02-28,002087.SZ,b10h040100
5228,2019-03-29,002087.SZ,b10h040100
5229,2019-04-30,002087.SZ,b10h040100
5233,2019-08-30,002087.SZ,b10h040100
5256,2019-02-28,002090.SZ,b10r020200
5283,2019-09-30,002092.SZ,b106030200
5321,2019-07-31,002096.SZ,b106040200
5324,2019-10-31,002096.SZ,b106040200
5330,2019-06-28,002097.SZ,b10a010100
5331,2019-07-31,002097.SZ,b10a010100
5365,2019-01-31,002101.SZ,b10a030400
5366,2019-02-28,002101.SZ,b10a030400
5404,2019-01-31,002105.SZ,b10a040300
5424,2019-01-31,002107.SZ,b10i020200
5427,2019-04-30,002107.SZ,b10i020200
5428,2019-05-31,002107.SZ,b10i020200
5430,2019-07-31,002107.SZ,b10i020200
5525,2019-05-31,002117.SZ,b109020100
5606,2019-09-30,002125.SZ,b106030300
5632,2019-05-31,002128.SZ,b102010100
5634,2019-07-31,002128.SZ,b102010100
5635,2019-08-30,002128.SZ,b102010100
5636,2019-09-30,002128.SZ,b102010100
5654,2019-07-31,002130.SZ,b10p020100
5663,2019-06-28,002131.SZ,b10s010400
5668,2019-01-31,002132.SZ,b10a060100
5680,2019-03-29,002133.SZ,b10n010100
5684,2019-07-31,002133.SZ,b10n010100
5695,2019-08-30,002134.SZ,b10p030100
5708,2019-02-28,002136.SZ,b106040300
5723,2019-07-31,002137.SZ,b10s010500
5752,2019-07-31,002140.SZ,b107010100
5783,2019-01-31,002144.SZ,b10h040300
5787,2019-05-31,002144.SZ,b10h040300
5789,2019-07-31,002144.SZ,b10h040300
5790,2019-08-30,002144.SZ,b10h040300
5791,2019-09-30,002144.SZ,b10h040300
5792,2019-10-31,002144.SZ,b10h040300
5810,2019-08-30,002146.SZ,b10n010100
5867,2019-07-31,002152.SZ,b10r010200
5926,2019-08-30,002158.SZ,b10a030500
5932,2019-04-30,002159.SZ,b10f010100
5988,2019-01-31,002165.SZ,b106030700
5995,2019-08-30,002165.SZ,b106030700
6035,2019-08-30,002169.SZ,b10b020200
6065,2019-09-30,002172.SZ,b101020500
6073,2019-07-31,002173.SZ,b10i040300
6081,2019-05-31,002174.SZ,b10s010400
6083,2019-07-31,002174.SZ,b10s010400
6097,2019-06-28,002176.SZ,b10a050100
6155,2019-06-28,002182.SZ,b103030100
6164,2019-05-31,002183.SZ,b10o020200
6166,2019-07-31,002183.SZ,b10o020200
6191,2019-02-28,002187.SZ,b10e010100
6221,2019-07-31,002190.SZ,b10c010100
6246,2019-02-28,002193.SZ,b10h040200
6251,2019-07-31,002193.SZ,b10h040200
6278,2019-06-28,002196.SZ,b10a050100
6282,2019-10-31,002196.SZ,b10a050100
6288,2019-07-31,002197.SZ,b10p020100
6317,2019-06-28,002200.SZ,b10k030100
6318,2019-07-31,002200.SZ,b10k030100
6340,2019-02-28,002203.SZ,b103020100
6341,2019-03-29,002203.SZ,b103020100
6343,2019-05-31,002203.SZ,b103020100
6349,2019-01-31,002204.SZ,b10a030400
6358,2019-10-31,002204.SZ,b10a030400
6376,2019-08-30,002206.SZ,b101020500
6383,2019-07-31,002207.SZ,b101030100
6391,2019-05-31,002208.SZ,b10n010100
6413,2019-09-30,002210.SZ,b10o020200
6446,2019-04-30,002214.SZ,b10c030100
6489,2019-07-31,002218.SZ,b10b030300
6513,2019-02-28,002221.SZ,b101020500
6577,2019-07-31,002227.SZ,b10b020200
6589,2019-09-30,002228.SZ,b109020200
6626,2019-06-28,002232.SZ,b10r020200
6628,2019-08-30,002232.SZ,b10r020200
6640,2019-10-31,002233.SZ,b108010100
6706,2019-08-30,002240.SZ,b10k030100
6737,2019-01-31,002244.SZ,b10n010100
6743,2019-07-31,002244.SZ,b10n010100
6761,2019-05-31,002246.SZ,b106040200
6766,2019-10-31,002246.SZ,b106040200
6783,2019-07-31,002248.SZ,b10a030200
6812,2019-07-31,002251.SZ,b10e010200
6831,2019-06-28,002253.SZ,b10r020200
6836,2019-01-31,002254.SZ,b101020500
6838,2019-03-29,002254.SZ,b101020500
6840,2019-05-31,002254.SZ,b101020500
6842,2019-07-31,002254.SZ,b101020500
6847,2019-02-28,002255.SZ,b10a030100
6885,2019-10-31,002259.SZ,b104020300
6924,2019-10-31,002264.SZ,b10e010200
6954,2019-01-31,002268.SZ,b10r010200
6980,2019-07-31,002270.SZ,b10a030200
6981,2019-08-30,002270.SZ,b10a030200
6983,2019-10-31,002270.SZ,b10a030200
7001,2019-09-30,002272.SZ,b10a030100
7019,2019-08-30,002274.SZ,b106010100
7023,2019-02-28,002275.SZ,b10i020200
7024,2019-03-29,002275.SZ,b10i020200
7039,2019-08-30,002276.SZ,b10b020100
7048,2019-07-31,002277.SZ,b10e010100
7052,2019-01-31,002278.SZ,b10a020100
7057,2019-06-28,002278.SZ,b10a020100
7067,2019-06-28,002279.SZ,b10r020100
7068,2019-07-31,002279.SZ,b10r020100
7077,2019-07-31,002280.SZ,b10r020200
7093,2019-04-30,002282.SZ,b10a060100
7095,2019-06-28,002282.SZ,b10a060100
7100,2019-01-31,002283.SZ,b10d030100
7101,2019-02-28,002283.SZ,b10d030100
7104,2019-05-31,002283.SZ,b10d030100
7105,2019-06-28,002283.SZ,b10d030100
7125,2019-06-28,002285.SZ,b10n020100
7126,2019-07-31,002285.SZ,b10n020100
7130,2019-01-31,002286.SZ,b10k010300
7131,2019-02-28,002286.SZ,b10k010300
7143,2019-04-30,002287.SZ,b10i020200
7147,2019-08-30,002287.SZ,b10i020200
7162,2019-04-30,002290.SZ,b10g010100
7168,2019-10-31,002290.SZ,b10g010100
7174,2019-06-28,002291.SZ,b10h050200
7176,2019-08-30,002291.SZ,b10h050200
7196,2019-08-30,002293.SZ,b10h050500
7209,2019-01-31,002295.SZ,b103020100
7217,2019-09-30,002295.SZ,b103020100
7220,2019-02-28,002296.SZ,b10q020200
7223,2019-05-31,002296.SZ,b10q020200
7229,2019-01-31,002297.SZ,b105020100
7230,2019-02-28,002297.SZ,b105020100
7239,2019-01-31,002298.SZ,b10b020100
7245,2019-07-31,002298.SZ,b10b020100
7285,2019-07-31,002302.SZ,b108010100
7346,2019-08-30,002309.SZ,b10b030300
7361,2019-04-30,002311.SZ,b10k020100
7405,2019-08-30,002315.SZ,b10s010400
7407,2019-10-31,002315.SZ,b10s010400
7439,2019-04-30,002319.SZ,b106040700
7442,2019-07-31,002319.SZ,b106040700
7444,2019-09-30,002319.SZ,b106040700
7450,2019-05-31,002320.SZ,b10o030100
7453,2019-08-30,002320.SZ,b10o030100
7462,2019-07-31,002321.SZ,b10k020300
7499,2019-04-30,002325.SZ,b107020100
7502,2019-07-31,002325.SZ,b107020100
7544,2019-09-30,002329.SZ,b10j030300
7597,2019-02-28,002335.SZ,b10q020100
7603,2019-08-30,002335.SZ,b10q020100
7611,2019-07-31,002336.SZ,b10e010200
7613,2019-09-30,002336.SZ,b10e010200
7614,2019-10-31,002336.SZ,b10e010200
7625,2019-02-28,002338.SZ,b10c030100
7640,2019-07-31,002339.SZ,b10b020200
7650,2019-07-31,002340.SZ,b104020100
7677,2019-05-31,002343.SZ,b10s010300
7679,2019-07-31,002343.SZ,b10s010300
7688,2019-06-28,002344.SZ,b10e020100
7689,2019-07-31,002344.SZ,b10e020100
7719,2019-07-31,002347.SZ,b10a030400
7732,2019-01-31,002349.SZ,b10i020200
7736,2019-05-31,002349.SZ,b10i020200
7737,2019-06-28,002349.SZ,b10i020200
7738,2019-07-31,002349.SZ,b10i020200
7742,2019-01-31,002350.SZ,b10b020200
7743,2019-02-28,002350.SZ,b10b020200
7749,2019-08-30,002350.SZ,b10b020200
7755,2019-04-30,002351.SZ,b10p020100
7756,2019-05-31,002351.SZ,b10p020100
7757,2019-06-28,002351.SZ,b10p020100
7758,2019-07-31,002351.SZ,b10p020100
7791,2019-02-28,002355.SZ,b10d030100
7814,2019-08-30,002357.SZ,b10o020100
7815,2019-09-30,002357.SZ,b10o020100
7820,2019-04-30,002358.SZ,b10b020200
7838,2019-05-31,002360.SZ,b106040200
7869,2019-06-28,002363.SZ,b10d030100
7870,2019-07-31,002363.SZ,b10d030100
7873,2019-10-31,002363.SZ,b10d030100
7880,2019-07-31,002364.SZ,b10b020200
7916,2019-04-30,002368.SZ,b10r030200
7978,2019-07-31,002374.SZ,b107020100
7985,2019-04-30,002375.SZ,b107020100
7997,2019-06-28,002376.SZ,b10r010200
8009,2019-08-30,002377.SZ,b10n020100
8011,2019-10-31,002377.SZ,b10n020100
8038,2019-07-31,002380.SZ,b10r020200
8039,2019-08-30,002380.SZ,b10r020200
8096,2019-05-31,002386.SZ,b106030200
8108,2019-07-31,002387.SZ,b10r020200
8151,2019-10-31,002391.SZ,b106010500
8152,2019-01-31,002392.SZ,b108030200
8155,2019-04-30,002392.SZ,b108030200
8157,2019-06-28,002392.SZ,b108030200
8172,2019-01-31,002394.SZ,b10h040100
8173,2019-02-28,002394.SZ,b10h040100
8184,2019-03-29,002395.SZ,b106030700
8218,2019-07-31,002398.SZ,b107010100
8241,2019-01-31,002401.SZ,b10r030200
8266,2019-06-28,002403.SZ,b10g030100
8267,2019-07-31,002403.SZ,b10g030100
8276,2019-06-28,002404.SZ,b10h040200
8293,2019-03-29,002406.SZ,b10a030400
8294,2019-04-30,002406.SZ,b10a030400
8295,2019-05-31,002406.SZ,b10a030400
8298,2019-08-30,002406.SZ,b10a030400
8311,2019-01-31,002408.SZ,b101020500
8345,2019-05-31,002411.SZ,b106030800
8351,2019-01-31,002412.SZ,b10i020200
8398,2019-08-30,002416.SZ,b10e010300
8415,2019-08-30,002418.SZ,b10g010100
8416,2019-09-30,002418.SZ,b10g010100
8428,2019-01-31,002420.SZ,b10g020100
8433,2019-07-31,002420.SZ,b10g020100
8443,2019-07-31,002421.SZ,b10r030200
8460,2019-05-31,002423.SZ,b105020100
8464,2019-09-30,002423.SZ,b105020100
8520,2019-07-31,002429.SZ,b10g020100
8567,2019-05-31,002434.SZ,b10d030100
8573,2019-01-31,002435.SZ,b10a030300
8602,2019-01-31,002438.SZ,b10a030500
8608,2019-07-31,002438.SZ,b10a030500
8628,2019-07-31,002440.SZ,b106040400
8640,2019-09-30,002441.SZ,b10b020200
8676,2019-07-31,002445.SZ,b10s010200
8704,2019-07-31,002448.SZ,b10d030100
8735,2019-02-28,002452.SZ,b10b010100
8740,2019-07-31,002452.SZ,b10b010100
8750,2019-07-31,002453.SZ,b106030800
8770,2019-07-31,002455.SZ,b106030800
8784,2019-01-31,002457.SZ,b108030200
8790,2019-07-31,002457.SZ,b108030200
8793,2019-10-31,002457.SZ,b108030200
8830,2019-08-30,002461.SZ,b10j020100
8910,2019-09-30,002469.SZ,b107010100
8914,2019-03-29,002470.SZ,b106010400
8974,2019-04-30,002476.SZ,b101020500
8977,2019-07-31,002476.SZ,b101020500
8992,2019-08-30,002478.SZ,b105010100
9025,2019-01-31,002482.SZ,b107020100
9034,2019-10-31,002482.SZ,b107020100
9035,2019-01-31,002483.SZ,b10a030300
9040,2019-06-28,002483.SZ,b10a030300
9111,2019-07-31,002490.SZ,b10a020100
9114,2019-10-31,002490.SZ,b10a020100
9138,2019-04-30,002493.SZ,b101020500
