,trade_dt_x,wind_code,CITICS_IND_CODE
1677,2019-04-30,000598.SZ,b104020200
1684,2019-01-31,000599.SZ,b10d030100
1685,2019-02-28,000599.SZ,b10d030100
1691,2019-09-30,000599.SZ,b10d030100
1699,2019-08-30,000600.SZ,b104010100
1700,2019-09-30,000600.SZ,b104010100
1702,2019-01-31,000601.SZ,b104010200
1703,2019-02-28,000601.SZ,b104010200
1704,2019-03-29,000601.SZ,b104010200
1725,2019-04-30,000605.SZ,b104020200
1740,2019-09-30,000606.SZ,b10r020200
1748,2019-07-31,000607.SZ,b10s010500
1749,2019-08-30,000607.SZ,b10s010500
1760,2019-09-30,000608.SZ,b10n010200
1781,2019-10-31,000610.SZ,b10f010200
1798,2019-09-30,000612.SZ,b103020500
1807,2019-09-30,000613.SZ,b10f020100
1808,2019-10-31,000613.SZ,b10f020100
1811,2019-04-30,000615.SZ,b10n010100
1818,2019-01-31,000616.SZ,b10n010100
1824,2019-07-31,000616.SZ,b10n010100
1835,2019-08-30,000617.SZ,b10m030200
1836,2019-09-30,000617.SZ,b10m030200
1837,2019-10-31,000617.SZ,b10m030200
1840,2019-03-29,000619.SZ,b108030200
1844,2019-07-31,000619.SZ,b108030200
1848,2019-01-31,000620.SZ,b10n010100
1852,2019-05-31,000620.SZ,b10n010100
1857,2019-10-31,000620.SZ,b10n010100
1867,2019-10-31,000622.SZ,b10t010100
1907,2019-10-31,000628.SZ,b107010100
1919,2019-02-28,000630.SZ,b103020100
1920,2019-03-29,000630.SZ,b103020100
1941,2019-04-30,000632.SZ,b10e020100
1966,2019-10-31,000635.SZ,b106030200
1985,2019-09-30,000637.SZ,b101020100
2003,2019-09-30,000639.SZ,b10j030200
2010,2019-07-31,000650.SZ,b10i020200
2012,2019-09-30,000650.SZ,b10i020200
2027,2019-04-30,000652.SZ,b10t010100
2030,2019-07-31,000652.SZ,b10t010100
2033,2019-10-31,000652.SZ,b10t010100
2054,2019-01-31,000657.SZ,b103030100
2055,2019-02-28,000657.SZ,b103030100
2056,2019-03-29,000657.SZ,b103030100
2057,2019-04-30,000657.SZ,b103030100
2069,2019-06-28,000659.SZ,b109020200
2089,2019-06-28,000662.SZ,b10r030200
2103,2019-01-31,000665.SZ,b10s010200
2104,2019-02-28,000665.SZ,b10s010200
2106,2019-04-30,000665.SZ,b10s010200
2126,2019-04-30,000667.SZ,b10n010100
2128,2019-06-28,000667.SZ,b10n010100
2167,2019-08-30,000671.SZ,b10n010100
2188,2019-01-31,000676.SZ,b10s010500
2205,2019-09-30,000677.SZ,b106020400
2215,2019-09-30,000678.SZ,b10d030100
2217,2019-01-31,000679.SZ,b10e010100
2225,2019-09-30,000679.SZ,b10e010100
2228,2019-02-28,000680.SZ,b10a010100
2235,2019-09-30,000680.SZ,b10a010100
2268,2019-02-28,000685.SZ,b104020200
2299,2019-05-31,000688.SZ,b103020200
2304,2019-10-31,000688.SZ,b103020200
2313,2019-09-30,000690.SZ,b104010100
2314,2019-10-31,000690.SZ,b104010100
2320,2019-06-28,000691.SZ,b10n010100
2338,2019-04-30,000695.SZ,b104020400
2340,2019-06-28,000695.SZ,b104020400
2343,2019-09-30,000695.SZ,b104020400
2347,2019-04-30,000697.SZ,b10c010100
2352,2019-09-30,000697.SZ,b10c010100
2355,2019-02-28,000698.SZ,b101020100
2356,2019-03-29,000698.SZ,b101020100
2374,2019-01-31,000701.SZ,b10p020100
2375,2019-02-28,000701.SZ,b10p020100
2380,2019-07-31,000701.SZ,b10p020100
2383,2019-10-31,000701.SZ,b10p020100
2390,2019-07-31,000702.SZ,b10k020100
2392,2019-09-30,000702.SZ,b10k020100
2400,2019-07-31,000703.SZ,b101020500
2436,2019-05-31,000709.SZ,b105010200
2450,2019-09-30,000710.SZ,b10i030100
2454,2019-04-30,000711.SZ,b104020100
2457,2019-07-31,000711.SZ,b104020100
2459,2019-09-30,000711.SZ,b104020100
2472,2019-02-28,000713.SZ,b10k010100
2485,2019-05-31,000715.SZ,b10e010100
2486,2019-06-28,000715.SZ,b10e010100
2491,2019-01-31,000716.SZ,b10j030400
2498,2019-09-30,000716.SZ,b10j030400
2499,2019-10-31,000716.SZ,b10j030400
2513,2019-04-30,000718.SZ,b10n010100
2547,2019-09-30,000721.SZ,b10f020200
2556,2019-09-30,000722.SZ,b104010200
2575,2019-09-30,000725.SZ,b10p030100
2577,2019-01-31,000726.SZ,b10h040100
2579,2019-03-29,000726.SZ,b10h040100
2586,2019-10-31,000726.SZ,b10h040100
2607,2019-01-31,000729.SZ,b10j020100
2615,2019-09-30,000729.SZ,b10j020100
2616,2019-10-31,000729.SZ,b10j020100
2625,2019-09-30,000731.SZ,b106010100
2636,2019-10-31,000733.SZ,b10p020100
2643,2019-07-31,000735.SZ,b10k020300
2656,2019-10-31,000736.SZ,b10n010100
2666,2019-10-31,000737.SZ,b106040100
2673,2019-07-31,000738.SZ,b10c010200
2697,2019-01-31,000751.SZ,b103020200
2699,2019-03-29,000751.SZ,b103020200
2707,2019-01-31,000752.SZ,b10j020100
2717,2019-01-31,000753.SZ,b10d040100
2720,2019-04-30,000753.SZ,b10d040100
2722,2019-06-28,000753.SZ,b10d040100
2723,2019-07-31,000753.SZ,b10t010100
2749,2019-03-29,000757.SZ,b10d030100
2750,2019-04-30,000757.SZ,b10d030100
2756,2019-10-31,000757.SZ,b10d030100
2757,2019-01-31,000758.SZ,b103020200
2759,2019-03-29,000758.SZ,b103020200
2760,2019-04-30,000758.SZ,b103020200
2763,2019-07-31,000758.SZ,b103020200
2766,2019-10-31,000758.SZ,b103020200
2785,2019-02-28,000761.SZ,b105010200
2800,2019-07-31,000762.SZ,b103030100
2801,2019-08-30,000762.SZ,b103030100
2802,2019-09-30,000762.SZ,b103030100
2835,2019-02-28,000776.SZ,b10m010100
2852,2019-09-30,000777.SZ,b10a030400
2853,2019-10-31,000777.SZ,b10a030400
2879,2019-06-28,000780.SZ,b102010100
2886,2019-03-29,000782.SZ,b106020500
2892,2019-09-30,000782.SZ,b106020500
2893,2019-10-31,000782.SZ,b106020500
2920,2019-07-31,000786.SZ,b108030200
2924,2019-01-31,000788.SZ,b10i010100
2925,2019-02-28,000788.SZ,b10i010100
2930,2019-07-31,000788.SZ,b10i010100
2932,2019-09-30,000788.SZ,b10i010100
2944,2019-01-31,000790.SZ,b10i020200
2952,2019-09-30,000790.SZ,b10i020200
2953,2019-10-31,000790.SZ,b10i020200
2963,2019-10-31,000791.SZ,b104010200
2984,2019-01-31,000795.SZ,b108030200
2987,2019-04-30,000795.SZ,b108030200
3000,2019-07-31,000796.SZ,b10f010200
3003,2019-10-31,000796.SZ,b10f010200
3013,2019-10-31,000797.SZ,b10n010100
3027,2019-04-30,000799.SZ,b10j010100
3043,2019-10-31,000800.SZ,b10d010100
3051,2019-08-30,000801.SZ,b10g020100
3052,2019-09-30,000801.SZ,b10g020100
3063,2019-10-31,000802.SZ,b10s010500
3090,2019-01-31,000809.SZ,b10n010100
3091,2019-02-28,000809.SZ,b10n010100
3092,2019-03-29,000809.SZ,b10n010100
3093,2019-04-30,000809.SZ,b10n010100
3096,2019-07-31,000809.SZ,b10n010100
3098,2019-09-30,000809.SZ,b10n010100
3103,2019-04-30,000810.SZ,b10g020100
3106,2019-07-31,000810.SZ,b10g020100
3122,2019-04-30,000812.SZ,b10t010100
3127,2019-09-30,000812.SZ,b109020200
3134,2019-06-28,000813.SZ,b10i040100
3136,2019-08-30,000813.SZ,b10i040100
3137,2019-09-30,000813.SZ,b10i040100
3157,2019-09-30,000816.SZ,b10a030500
3159,2019-01-31,000818.SZ,b106030200
3164,2019-06-28,000818.SZ,b106030200
3177,2019-09-30,000819.SZ,b101020500
3195,2019-09-30,000821.SZ,b10a020300
3198,2019-02-28,000822.SZ,b106030100
3202,2019-06-28,000822.SZ,b106030100
3203,2019-07-31,000822.SZ,b106030100
3206,2019-10-31,000822.SZ,b106030100
3220,2019-04-30,000825.SZ,b105010200
3225,2019-09-30,000825.SZ,b105010200
3227,2019-01-31,000826.SZ,b104020100
3230,2019-04-30,000826.SZ,b104020100
3234,2019-08-30,000826.SZ,b104020100
3236,2019-10-31,000826.SZ,b104020100
3252,2019-06-28,000829.SZ,b10q020300
3265,2019-09-30,000830.SZ,b106010100
3296,2019-10-31,000835.SZ,b10s010300
3297,2019-01-31,000836.SZ,b10q020300
3322,2019-07-31,000838.SZ,b10n010100
3323,2019-08-30,000838.SZ,b10n010100
3324,2019-09-30,000838.SZ,b10n010100
3334,2019-09-30,000839.SZ,b10t010100
3337,2019-02-28,000848.SZ,b10j020400
3344,2019-09-30,000848.SZ,b10j020400
3345,2019-10-31,000848.SZ,b10j020400
3347,2019-02-28,000850.SZ,b10h040200
3360,2019-06-28,000851.SZ,b10q020300
3362,2019-08-30,000851.SZ,b10q020300
3363,2019-09-30,000851.SZ,b10q020300
3365,2019-01-31,000852.SZ,b10a020100
3368,2019-04-30,000852.SZ,b10a020100
3373,2019-09-30,000852.SZ,b10a020100
3374,2019-10-31,000852.SZ,b10a020100
3383,2019-09-30,000856.SZ,b10a020300
3395,2019-01-31,000859.SZ,b106040600
3403,2019-09-30,000859.SZ,b106040600
3404,2019-10-31,000859.SZ,b106040600
3417,2019-03-29,000861.SZ,b10e010100
3418,2019-04-30,000861.SZ,b10e010100
3421,2019-07-31,000861.SZ,b10e010100
3433,2019-01-31,000863.SZ,b10n010100
3453,2019-02-28,000869.SZ,b10j020200
3454,2019-03-29,000869.SZ,b10j020200
3462,2019-01-31,000875.SZ,b104010100
3484,2019-04-30,000877.SZ,b108010100
3491,2019-01-31,000878.SZ,b103020100
3519,2019-09-30,000881.SZ,b10t010100
3520,2019-10-31,000881.SZ,b10t010100
3529,2019-09-30,000882.SZ,b10e010100
3541,2019-01-31,000885.SZ,b108010100
3543,2019-03-29,000885.SZ,b108010100
3551,2019-01-31,000886.SZ,b10o010100
3560,2019-10-31,000886.SZ,b10o010100
3563,2019-03-29,000887.SZ,b10d030100
3564,2019-04-30,000887.SZ,b10d030100
3567,2019-07-31,000887.SZ,b10d030100
3568,2019-08-30,000887.SZ,b10d030100
3569,2019-09-30,000887.SZ,b10d030100
3570,2019-10-31,000887.SZ,b10d030100
3571,2019-01-31,000888.SZ,b10f010100
3572,2019-02-28,000888.SZ,b10f010100
3573,2019-03-29,000888.SZ,b10f010100
3579,2019-09-30,000888.SZ,b10f010100
3580,2019-10-31,000888.SZ,b10f010100
3581,2019-01-31,000889.SZ,b10q030100
3585,2019-05-31,000889.SZ,b10q030100
3589,2019-09-30,000889.SZ,b10q030100
3605,2019-08-30,000892.SZ,b10s010300
3606,2019-09-30,000892.SZ,b10s010300
3632,2019-07-31,000897.SZ,b10n010300
3634,2019-09-30,000897.SZ,b10n010300
3635,2019-10-31,000897.SZ,b10n010300
3672,2019-07-31,000901.SZ,b10c010200
3674,2019-09-30,000901.SZ,b10c010200
3688,2019-03-29,000903.SZ,b10d030100
3697,2019-02-28,000905.SZ,b10o030200
3701,2019-06-28,000905.SZ,b10o030200
3706,2019-01-31,000906.SZ,b105020300
3716,2019-01-31,000908.SZ,b10i010200
3759,2019-07-31,000912.SZ,b106010100
3762,2019-10-31,000912.SZ,b106010100
3788,2019-06-28,000917.SZ,b10s010200
3791,2019-09-30,000917.SZ,b10s010200
3792,2019-10-31,000917.SZ,b10s010200
3794,2019-02-28,000919.SZ,b10i020200
3795,2019-03-29,000919.SZ,b10i020200
3811,2019-09-30,000920.SZ,b104020100
3814,2019-02-28,000921.SZ,b10g010100
3852,2019-01-31,000926.SZ,b10n010100
3853,2019-02-28,000926.SZ,b10n010100
3854,2019-03-29,000926.SZ,b10n010100
3874,2019-04-30,000928.SZ,b107010100
3881,2019-01-31,000929.SZ,b10j020100
3882,2019-02-28,000929.SZ,b10j020100
3888,2019-08-30,000929.SZ,b10j020100
3889,2019-09-30,000929.SZ,b10j020100
3891,2019-01-31,000930.SZ,b10k010300
3896,2019-06-28,000930.SZ,b10k010300
3897,2019-07-31,000930.SZ,b10k010300
3899,2019-09-30,000930.SZ,b10k010300
3918,2019-08-30,000932.SZ,b105010100
3934,2019-04-30,000935.SZ,b108010100
3947,2019-07-31,000936.SZ,b106020100
3950,2019-10-31,000936.SZ,b106020100
3964,2019-04-30,000938.SZ,b10r010100
3966,2019-06-28,000938.SZ,b10r010100
3978,2019-07-31,000948.SZ,b10r030200
3991,2019-10-31,000949.SZ,b106020400
4013,2019-02-28,000952.SZ,b10i010100
4015,2019-04-30,000952.SZ,b10i010100
4016,2019-05-31,000952.SZ,b10i010100
4018,2019-07-31,000952.SZ,b10i010100
4021,2019-10-31,000952.SZ,b10i010100
4045,2019-07-31,000957.SZ,b10d020200
4047,2019-09-30,000957.SZ,b10d020200
4055,2019-07-31,000958.SZ,b104010100
4058,2019-10-31,000958.SZ,b104010100
4063,2019-05-31,000959.SZ,b105010200
4066,2019-08-30,000959.SZ,b105010200
4072,2019-04-30,000960.SZ,b103020400
4087,2019-09-30,000961.SZ,b10n010100
4088,2019-10-31,000961.SZ,b10n010100
4092,2019-04-30,000962.SZ,b103030100
4109,2019-01-31,000965.SZ,b10n010100
4112,2019-04-30,000965.SZ,b10n010100
4114,2019-06-28,000965.SZ,b10n010100
4115,2019-07-31,000965.SZ,b10n010100
4117,2019-09-30,000965.SZ,b10n010100
4118,2019-10-31,000965.SZ,b10n010100
4126,2019-08-30,000966.SZ,b104010100
4137,2019-09-30,000967.SZ,b104020100
4148,2019-10-31,000968.SZ,b101010100
4157,2019-09-30,000969.SZ,b103030100
4159,2019-01-31,000970.SZ,b10p030100
4160,2019-02-28,000970.SZ,b10p030100
4161,2019-03-29,000970.SZ,b10p030100
4162,2019-04-30,000970.SZ,b10p030100
4164,2019-07-31,000970.SZ,b10p030100
4166,2019-09-30,000970.SZ,b10p030100
4167,2019-10-31,000970.SZ,b10p030100
4176,2019-01-31,000972.SZ,b10k010200
4183,2019-10-31,000972.SZ,b10k010200
4184,2019-01-31,000973.SZ,b106040600
4203,2019-10-31,000975.SZ,b103030100
4207,2019-04-30,000976.SZ,b10a040100
4215,2019-02-28,000977.SZ,b10r010100
4219,2019-06-28,000977.SZ,b10r010100
4227,2019-04-30,000978.SZ,b10f010100
4231,2019-08-30,000978.SZ,b10f010100
4242,2019-09-30,000980.SZ,b10d030100
4292,2019-02-28,000988.SZ,b10p020100
4294,2019-04-30,000988.SZ,b10p020100
4304,2019-04-30,000989.SZ,b10i020200
4306,2019-06-28,000989.SZ,b10i020200
4309,2019-09-30,000989.SZ,b10i020200
4319,2019-09-30,000990.SZ,b106040700
4320,2019-10-31,000990.SZ,b106040700
4328,2019-09-30,000993.SZ,b104010200
4343,2019-01-31,000997.SZ,b10r010200
4344,2019-02-28,000997.SZ,b10r010200
4345,2019-03-29,000997.SZ,b10r010200
4351,2019-09-30,000997.SZ,b10r010200
4356,2019-04-30,000998.SZ,b10k010100
4362,2019-10-31,000998.SZ,b10k010100
4381,2019-09-30,001696.SZ,b10a030500
4383,2019-01-31,001872.SZ,b10o030200
4393,2019-01-31,001896.SZ,b104010100
4419,2019-07-31,002002.SZ,b106030200
4421,2019-09-30,002002.SZ,b106030200
4424,2019-02-28,002003.SZ,b10h040400
4427,2019-05-31,002003.SZ,b10h040400
4448,2019-07-31,002005.SZ,b10p030100
4451,2019-10-31,002005.SZ,b10p030100
4461,2019-10-31,002006.SZ,b10a010100
4485,2019-04-30,002009.SZ,b10a040300
4488,2019-07-31,002009.SZ,b10a040300
4490,2019-09-30,002009.SZ,b10a040300
4500,2019-09-30,002010.SZ,b10o020200
4524,2019-04-30,002013.SZ,b10c010100
4530,2019-10-31,002013.SZ,b10c010100
4532,2019-02-28,002014.SZ,b109020200
4538,2019-08-30,002014.SZ,b109020200
4547,2019-07-31,002015.SZ,b106020100
4554,2019-04-30,002016.SZ,b10n010100
4557,2019-07-31,002016.SZ,b10n010100
4582,2019-05-31,002019.SZ,b10i010100
4584,2019-07-31,002019.SZ,b10i010100
4602,2019-06-28,002021.SZ,b10a020200
4606,2019-01-31,002022.SZ,b10i030100
4607,2019-02-28,002022.SZ,b10i030100
4608,2019-03-29,002022.SZ,b10i030100
4609,2019-04-30,002022.SZ,b10i030100
4613,2019-08-30,002022.SZ,b10i030100
4614,2019-09-30,002022.SZ,b10i030100
4649,2019-04-30,002026.SZ,b10a030400
4655,2019-10-31,002026.SZ,b10a030400
4660,2019-05-31,002027.SZ,b10s010500
4677,2019-02-28,002029.SZ,b10h050200
4684,2019-09-30,002029.SZ,b10h050200
4691,2019-06-28,002030.SZ,b10i030100
4692,2019-07-31,002030.SZ,b10i030100
4693,2019-08-30,002030.SZ,b10i030100
4719,2019-04-30,002033.SZ,b10f010100
4749,2019-04-30,002036.SZ,b10p030100
4772,2019-08-30,002038.SZ,b10i030100
4798,2019-04-30,002041.SZ,b10k010100
4808,2019-04-30,002042.SZ,b10h040100
4809,2019-05-31,002042.SZ,b10h040100
4813,2019-09-30,002042.SZ,b10h040100
4815,2019-01-31,002043.SZ,b108030200
4828,2019-04-30,002044.SZ,b10i040300
4856,2019-02-28,002047.SZ,b107010100
4864,2019-10-31,002047.SZ,b107010100
4867,2019-03-29,002048.SZ,b10d030100
4890,2019-07-31,002050.SZ,b10g010100
4899,2019-07-31,002051.SZ,b107010100
4901,2019-09-30,002051.SZ,b107010100
4907,2019-06-28,002052.SZ,b10p020100
4908,2019-07-31,002052.SZ,b10p020100
4910,2019-09-30,002052.SZ,b10p020100
4913,2019-02-28,002053.SZ,b106030200
4915,2019-04-30,002053.SZ,b106030200
4934,2019-04-30,002055.SZ,b10p030100
