,trade_dt_x,wind_code,CITICS_IND_CODE
3237,2019-02-28,000096.SZ,b101020400
3238,2019-03-29,000096.SZ,b101020400
3239,2019-04-30,000096.SZ,b101020400
3240,2019-05-31,000096.SZ,b101020400
3241,2019-06-28,000096.SZ,b101020400
3242,2019-07-31,000096.SZ,b101020400
3243,2019-08-30,000096.SZ,b101020400
3244,2019-09-30,000096.SZ,b101020400
3245,2019-10-31,000096.SZ,b101020400
3293,2019-01-31,000099.SZ,b10o040100
3294,2019-02-28,000099.SZ,b10o040100
3295,2019-03-29,000099.SZ,b10o040100
3296,2019-04-30,000099.SZ,b10o040100
3297,2019-05-31,000099.SZ,b10o040100
3298,2019-06-28,000099.SZ,b10o040100
3299,2019-07-31,000099.SZ,b10o040100
3300,2019-08-30,000099.SZ,b10o040100
3301,2019-09-30,000099.SZ,b10o040100
3302,2019-10-31,000099.SZ,b10o040100
3351,2019-01-31,000100.SZ,b10g020100
3352,2019-02-28,000100.SZ,b10g020100
3353,2019-03-29,000100.SZ,b10g020100
3354,2019-04-30,000100.SZ,b10g020100
3355,2019-05-31,000100.SZ,b10p030100
3356,2019-06-28,000100.SZ,b10p030100
3357,2019-07-31,000100.SZ,b10p030100
3358,2019-08-30,000100.SZ,b10p030100
3359,2019-09-30,000100.SZ,b10p030100
3360,2019-10-31,000100.SZ,b10p030100
3409,2019-01-31,000150.SZ,b10i040300
3410,2019-02-28,000150.SZ,b10i040300
3411,2019-03-29,000150.SZ,b10i040300
3412,2019-04-30,000150.SZ,b10i040300
3413,2019-05-31,000150.SZ,b10i040300
3414,2019-06-28,000150.SZ,b10i040300
3415,2019-07-31,000150.SZ,b10i040300
3416,2019-08-30,000150.SZ,b10i040300
3417,2019-09-30,000150.SZ,b10i040300
3418,2019-10-31,000150.SZ,b10i040300
3465,2019-01-31,000151.SZ,b10e020100
3466,2019-02-28,000151.SZ,b10e020100
3467,2019-03-29,000151.SZ,b10e020100
3468,2019-04-30,000151.SZ,b10e020100
3469,2019-05-31,000151.SZ,b10e020100
3470,2019-06-28,000151.SZ,b10e020100
3471,2019-07-31,000151.SZ,b10e020100
3472,2019-08-30,000151.SZ,b10e020100
3473,2019-09-30,000151.SZ,b10e020100
3474,2019-10-31,000151.SZ,b10e020100
3522,2019-01-31,000153.SZ,b10i010200
3523,2019-02-28,000153.SZ,b10i010200
3524,2019-03-29,000153.SZ,b10i010200
3525,2019-04-30,000153.SZ,b10i010200
3526,2019-05-31,000153.SZ,b10i010200
3527,2019-06-28,000153.SZ,b10i010200
3528,2019-07-31,000153.SZ,b10i010200
3529,2019-08-30,000153.SZ,b10i010200
3530,2019-09-30,000153.SZ,b10i010200
3531,2019-10-31,000153.SZ,b10i010200
3557,2019-01-31,000155.SZ,b106010100
3558,2019-02-28,000155.SZ,b106010100
3559,2019-03-29,000155.SZ,b106010100
3560,2019-04-30,000155.SZ,b106010100
3561,2019-05-31,000155.SZ,b106010100
3562,2019-06-28,000155.SZ,b106010100
3563,2019-07-31,000155.SZ,b10e020100
